Tick	Model	Layer1	Layer2	Layer3	Layer4	Layer5	Layer6	Layer7	Layer8	Layer9	Layer10	Layer11	Layer12	Layer13	Layer14	Layer15	Layer16	Layer17	Layer18	Layer19	Layer20
58	3D	1	0.902539558	0.823843605	0.75289665	0.689029625	0.631640823	0.580190155	0.534193944	0.493220257	0.456884733	0.424846878	0.396806803	0.372502362	0.35170666	0.334225907	0.319897591	0.308588959	0.300195776	0.294641356	0.291875863
59	3D	1	0.902539981	0.823844408	0.752897826	0.689031167	0.631642722	0.580192397	0.534196516	0.493223142	0.456887912	0.424850331	0.396810507	0.372506294	0.351710795	0.334230217	0.319902049	0.308593537	0.300200444	0.294646085	0.291880623
60	3D	1	0.902540338	0.823845086	0.752898821	0.689032472	0.631644328	0.580194295	0.534198692	0.493225583	0.456890601	0.424853251	0.39681364	0.37250962	0.351714292	0.334233863	0.319905821	0.30859741	0.300204393	0.294650085	0.291884649
61	3D	1	0.902540641	0.82384566	0.752899663	0.689033576	0.631645687	0.580195899	0.534200532	0.493227647	0.456892876	0.424855721	0.396816291	0.372512433	0.351717249	0.334236946	0.31990901	0.308600685	0.300207733	0.294653468	0.291888054
62	3D	1	0.902540896	0.823846146	0.752900375	0.689034509	0.631646836	0.580197257	0.534202089	0.493229393	0.4568948	0.424857811	0.396818532	0.372514812	0.351719751	0.334239555	0.319911708	0.308603456	0.300210558	0.29465633	0.291890934
63	3D	1	0.902541113	0.823846556	0.752900977	0.689035299	0.631647808	0.580198405	0.534203405	0.493230869	0.456896427	0.424859578	0.396820428	0.372516825	0.351721868	0.334241761	0.31991399	0.308605799	0.300212948	0.294658751	0.29189337
64	3D	1	0.902541296	0.823846904	0.752901486	0.689035967	0.63164863	0.580199376	0.534204519	0.493232119	0.456897803	0.424861073	0.396822032	0.372518527	0.351723657	0.334243627	0.319915921	0.308607781	0.300214969	0.294660799	0.291895431
65	3D	1	0.902541451	0.823847197	0.752901917	0.689036532	0.631649326	0.580200197	0.534205461	0.493233175	0.456898968	0.424862338	0.396823389	0.372519967	0.351725172	0.334245205	0.319917554	0.308609458	0.300216679	0.29466253	0.291897174
66	3D	1	0.902541582	0.823847446	0.752902281	0.68903701	0.631649914	0.580200892	0.534206258	0.493234069	0.456899952	0.424863407	0.396824536	0.372521185	0.351726452	0.334246541	0.319918935	0.308610876	0.300218125	0.294663995	0.291898649
67	3D	1	0.902541692	0.823847656	0.75290259	0.689037414	0.631650411	0.58020148	0.534206932	0.493234825	0.456900785	0.424864312	0.396825507	0.372522215	0.351727535	0.33424767	0.319920103	0.308612076	0.300219349	0.294665235	0.291899896
68	3D	1	0.902541786	0.823847834	0.75290285	0.689037756	0.631650832	0.580201977	0.534207502	0.493235464	0.45690149	0.424865077	0.396826328	0.372523087	0.351728452	0.334248625	0.319921091	0.30861309	0.300220383	0.294666283	0.291900951
69	3D	1	0.902541865	0.823847984	0.752903071	0.689038045	0.631651188	0.580202397	0.534207984	0.493236005	0.456902086	0.424865724	0.396827022	0.372523824	0.351729227	0.334249433	0.319921927	0.308613949	0.300221258	0.294667169	0.291901843
70	3D	1	0.902541932	0.823848111	0.752903257	0.68903829	0.631651489	0.580202753	0.534208392	0.493236462	0.45690259	0.424866272	0.396827609	0.372524447	0.351729882	0.334250116	0.319922634	0.308614674	0.300221999	0.294667919	0.291902597
71	3D	1	0.902541989	0.823848219	0.752903415	0.689038497	0.631651744	0.580203053	0.534208737	0.493236849	0.456903016	0.424866735	0.396828106	0.372524975	0.351730437	0.334250695	0.319923232	0.308615288	0.300222625	0.294668553	0.291903236
72	3D	1	0.902542037	0.82384831	0.752903549	0.689038672	0.631651959	0.580203308	0.534209029	0.493237177	0.456903377	0.424867127	0.396828526	0.372525421	0.351730906	0.334251183	0.319923737	0.308615808	0.300223154	0.29466909	0.291903776
73	3D	1	0.902542078	0.823848387	0.752903661	0.68903882	0.631652142	0.580203523	0.534209276	0.493237453	0.456903682	0.424867458	0.396828882	0.372525798	0.351731302	0.334251597	0.319924165	0.308616247	0.300223602	0.294669544	0.291904232
74	3D	1	0.902542112	0.823848452	0.752903757	0.689038945	0.631652296	0.580203705	0.534209484	0.493237688	0.45690394	0.424867738	0.396829183	0.372526117	0.351731638	0.334251947	0.319924527	0.308616619	0.300223981	0.294669927	0.291904619
75	3D	1	0.902542141	0.823848507	0.752903838	0.689039051	0.631652426	0.580203859	0.534209661	0.493237886	0.456904158	0.424867975	0.396829437	0.372526387	0.351731922	0.334252243	0.319924833	0.308616933	0.300224302	0.294670252	0.291904945
76	3D	1	0.902542165	0.823848554	0.752903906	0.68903914	0.631652536	0.580203989	0.53420981	0.493238053	0.456904343	0.424868176	0.396829652	0.372526615	0.351732162	0.334252493	0.319925092	0.308617199	0.300224573	0.294670527	0.291905222
77	3D	1	0.902542186	0.823848593	0.752903964	0.689039216	0.63165263	0.5802041	0.534209937	0.493238195	0.456904499	0.424868345	0.396829834	0.372526809	0.351732365	0.334252705	0.319925311	0.308617424	0.300224802	0.294670759	0.291905456
78	3D	1	0.902542204	0.823848626	0.752904013	0.68903928	0.631652709	0.580204193	0.534210044	0.493238315	0.456904631	0.424868489	0.396829988	0.372526972	0.351732537	0.334252884	0.319925496	0.308617614	0.300224996	0.294670955	0.291905653
79	3D	1	0.902542219	0.823848655	0.752904054	0.689039335	0.631652775	0.580204272	0.534210134	0.493238416	0.456904743	0.42486861	0.396830118	0.37252711	0.351732682	0.334253035	0.319925653	0.308617775	0.30022516	0.294671122	0.291905821
80	3D	1	0.902542231	0.823848679	0.752904089	0.68903938	0.631652832	0.580204338	0.53421021	0.493238502	0.456904837	0.424868713	0.396830228	0.372527227	0.351732805	0.334253163	0.319925785	0.308617911	0.300225299	0.294671262	0.291905962
81	3D	1	0.902542242	0.823848699	0.752904119	0.689039419	0.63165288	0.580204395	0.534210275	0.493238574	0.456904917	0.424868799	0.396830321	0.372527326	0.351732909	0.334253272	0.319925897	0.308618026	0.300225416	0.294671381	0.291906082
82	3D	1	0.902542251	0.823848716	0.752904144	0.689039452	0.63165292	0.580204442	0.53421033	0.493238636	0.456904985	0.424868873	0.3968304	0.372527409	0.351732997	0.334253363	0.319925992	0.308618123	0.300225516	0.294671482	0.291906183
83	3D	1	0.902542258	0.82384873	0.752904165	0.68903948	0.631652954	0.580204483	0.534210376	0.493238688	0.456905042	0.424868935	0.396830467	0.37252748	0.351733071	0.334253441	0.319926072	0.308618206	0.3002256	0.294671567	0.291906269
84	3D	1	0.902542265	0.823848742	0.752904183	0.689039503	0.631652983	0.580204517	0.534210415	0.493238732	0.456905091	0.424868988	0.396830523	0.37252754	0.351733134	0.334253507	0.31992614	0.308618275	0.300225671	0.294671639	0.291906341
85	3D	1	0.90254227	0.823848753	0.752904198	0.689039523	0.631653007	0.580204546	0.534210448	0.493238769	0.456905131	0.424869032	0.396830571	0.372527591	0.351733187	0.334253562	0.319926198	0.308618334	0.300225731	0.2946717	0.291906402
86	3D	1	0.902542275	0.823848761	0.752904211	0.68903954	0.631653028	0.58020457	0.534210476	0.4932388	0.456905166	0.42486907	0.396830611	0.372527633	0.351733232	0.334253609	0.319926246	0.308618384	0.300225782	0.294671751	0.291906454
87	3D	1	0.902542279	0.823848769	0.752904221	0.689039554	0.631653046	0.580204591	0.5342105	0.493238827	0.456905195	0.424869101	0.396830645	0.37252767	0.35173327	0.334253649	0.319926287	0.308618426	0.300225825	0.294671795	0.291906498
88	3D	1	0.902542282	0.823848775	0.752904231	0.689039566	0.63165306	0.580204608	0.53421052	0.493238849	0.45690522	0.424869128	0.396830674	0.3725277	0.351733302	0.334253682	0.319926322	0.308618462	0.300225861	0.294671831	0.291906535
89	3D	1	0.902542285	0.82384878	0.752904238	0.689039576	0.631653073	0.580204623	0.534210537	0.493238868	0.456905241	0.424869151	0.396830698	0.372527726	0.35173333	0.334253711	0.319926351	0.308618492	0.300225892	0.294671863	0.291906566
90	3D	1	0.902542287	0.823848785	0.752904245	0.689039585	0.631653083	0.580204635	0.534210551	0.493238884	0.456905259	0.42486917	0.396830719	0.372527748	0.351733353	0.334253735	0.319926376	0.308618518	0.300225918	0.294671889	0.291906593
91	3D	1	0.902542289	0.823848789	0.75290425	0.689039592	0.631653092	0.580204646	0.534210563	0.493238898	0.456905274	0.424869186	0.396830736	0.372527766	0.351733372	0.334253755	0.319926397	0.308618539	0.30022594	0.294671911	0.291906615
92	3D	1	0.902542291	0.823848792	0.752904255	0.689039598	0.6316531	0.580204655	0.534210574	0.493238909	0.456905286	0.4248692	0.396830751	0.372527782	0.351733389	0.334253772	0.319926415	0.308618557	0.300225958	0.29467193	0.291906634
93	3D	1	0.902542292	0.823848795	0.752904259	0.689039603	0.631653106	0.580204663	0.534210582	0.493238919	0.456905297	0.424869212	0.396830764	0.372527795	0.351733403	0.334253787	0.31992643	0.308618573	0.300225974	0.294671946	0.29190665
94	3D	1	0.902542294	0.823848797	0.752904262	0.689039608	0.631653112	0.580204669	0.53421059	0.493238927	0.456905306	0.424869222	0.396830774	0.372527807	0.351733414	0.334253799	0.319926443	0.308618586	0.300225987	0.294671959	0.291906664
95	3D	1	0.902542295	0.823848799	0.752904265	0.689039612	0.631653116	0.580204674	0.534210596	0.493238934	0.456905314	0.42486923	0.396830783	0.372527816	0.351733424	0.334253809	0.319926454	0.308618597	0.300225999	0.294671971	0.291906675
96	3D	1	0.902542295	0.8238488	0.752904268	0.689039615	0.63165312	0.580204679	0.534210601	0.49323894	0.45690532	0.424869237	0.396830791	0.372527824	0.351733433	0.334253818	0.319926463	0.308618606	0.300226008	0.294671981	0.291906685
97	3D	1	0.902542296	0.823848802	0.75290427	0.689039617	0.631653124	0.580204683	0.534210606	0.493238945	0.456905326	0.424869243	0.396830797	0.372527831	0.35173344	0.334253826	0.31992647	0.308618614	0.300226016	0.294671989	0.291906693
98	3D	1	0.902542297	0.823848803	0.752904271	0.68903962	0.631653126	0.580204686	0.534210609	0.493238949	0.45690533	0.424869248	0.396830802	0.372527837	0.351733446	0.334253832	0.319926477	0.308618621	0.300226023	0.294671996	0.2919067
99	3D	1	0.902542297	0.823848804	0.752904273	0.689039622	0.631653129	0.580204689	0.534210613	0.493238953	0.456905334	0.424869252	0.396830807	0.372527842	0.351733451	0.334253837	0.319926482	0.308618627	0.300226029	0.294672001	0.291906706
100	3D	1	0.902542298	0.823848805	0.752904274	0.689039623	0.631653131	0.580204691	0.534210615	0.493238956	0.456905338	0.424869256	0.396830811	0.372527846	0.351733455	0.334253842	0.319926487	0.308618631	0.300226034	0.294672006	0.291906711
101	3D	1	0.902542298	0.823848805	0.752904275	0.689039625	0.631653132	0.580204693	0.534210617	0.493238958	0.456905341	0.424869259	0.396830814	0.372527849	0.351733459	0.334253845	0.319926491	0.308618635	0.300226038	0.294672011	0.291906715
102	3D	1	0.902542298	0.823848806	0.752904276	0.689039626	0.631653134	0.580204695	0.534210619	0.493238961	0.456905343	0.424869262	0.396830817	0.372527852	0.351733462	0.334253849	0.319926494	0.308618639	0.300226041	0.294672014	0.291906719
103	3D	1	0.902542299	0.823848807	0.752904277	0.689039627	0.631653135	0.580204696	0.534210621	0.493238962	0.456905345	0.424869264	0.396830819	0.372527855	0.351733465	0.334253851	0.319926497	0.308618642	0.300226044	0.294672017	0.291906722
104	3D	1	0.902542299	0.823848807	0.752904277	0.689039627	0.631653136	0.580204697	0.534210622	0.493238964	0.456905347	0.424869266	0.396830821	0.372527857	0.351733467	0.334253854	0.319926499	0.308618644	0.300226047	0.29467202	0.291906724
105	3D	1	0.902542299	0.823848807	0.752904278	0.689039628	0.631653137	0.580204698	0.534210624	0.493238965	0.456905348	0.424869267	0.396830823	0.372527858	0.351733469	0.334253856	0.319926501	0.308618646	0.300226049	0.294672022	0.291906727
106	3D	1	0.902542299	0.823848808	0.752904278	0.689039629	0.631653138	0.580204699	0.534210625	0.493238966	0.456905349	0.424869269	0.396830824	0.37252786	0.35173347	0.334253857	0.319926503	0.308618648	0.300226051	0.294672024	0.291906728
107	3D	1	0.902542299	0.823848808	0.752904279	0.689039629	0.631653138	0.5802047	0.534210625	0.493238967	0.45690535	0.42486927	0.396830826	0.372527861	0.351733472	0.334253859	0.319926505	0.308618649	0.300226052	0.294672025	0.29190673
108	3D	1	0.9025423	0.823848808	0.752904279	0.68903963	0.631653139	0.580204701	0.534210626	0.493238968	0.456905351	0.424869271	0.396830827	0.372527862	0.351733473	0.33425386	0.319926506	0.308618651	0.300226053	0.294672026	0.291906731
109	3D	1	0.9025423	0.823848808	0.752904279	0.68903963	0.631653139	0.580204701	0.534210627	0.493238969	0.456905352	0.424869271	0.396830827	0.372527863	0.351733474	0.334253861	0.319926507	0.308618652	0.300226055	0.294672027	0.291906732
110	3D	1	0.9025423	0.823848808	0.75290428	0.68903963	0.631653139	0.580204702	0.534210627	0.493238969	0.456905353	0.424869272	0.396830828	0.372527864	0.351733475	0.334253862	0.319926508	0.308618653	0.300226055	0.294672028	0.291906733
111	3D	1	0.9025423	0.823848809	0.75290428	0.689039631	0.63165314	0.580204702	0.534210628	0.49323897	0.456905353	0.424869273	0.396830829	0.372527865	0.351733475	0.334253862	0.319926508	0.308618653	0.300226056	0.294672029	0.291906734
112	3D	1	0.9025423	0.823848809	0.75290428	0.689039631	0.63165314	0.580204702	0.534210628	0.49323897	0.456905354	0.424869273	0.396830829	0.372527865	0.351733476	0.334253863	0.319926509	0.308618654	0.300226057	0.29467203	0.291906735
113	3D	1	0.9025423	0.823848809	0.75290428	0.689039631	0.63165314	0.580204703	0.534210628	0.493238971	0.456905354	0.424869274	0.39683083	0.372527866	0.351733476	0.334253864	0.31992651	0.308618655	0.300226057	0.29467203	0.291906735
114	3D	1	0.9025423	0.823848809	0.75290428	0.689039631	0.63165314	0.580204703	0.534210629	0.493238971	0.456905354	0.424869274	0.39683083	0.372527866	0.351733477	0.334253864	0.31992651	0.308618655	0.300226058	0.294672031	0.291906736
115	3D	1	0.9025423	0.823848809	0.75290428	0.689039631	0.631653141	0.580204703	0.534210629	0.493238971	0.456905354	0.424869274	0.39683083	0.372527866	0.351733477	0.334253864	0.31992651	0.308618655	0.300226058	0.294672031	0.291906736
116	3D	1	0.9025423	0.823848809	0.75290428	0.689039631	0.631653141	0.580204703	0.534210629	0.493238971	0.456905355	0.424869274	0.396830831	0.372527867	0.351733477	0.334253865	0.319926511	0.308618656	0.300226059	0.294672032	0.291906736
117	3D	1	0.9025423	0.823848809	0.75290428	0.689039631	0.631653141	0.580204703	0.534210629	0.493238971	0.456905355	0.424869275	0.396830831	0.372527867	0.351733478	0.334253865	0.319926511	0.308618656	0.300226059	0.294672032	0.291906737
118	3D	1	0.9025423	0.823848809	0.75290428	0.689039632	0.631653141	0.580204703	0.534210629	0.493238972	0.456905355	0.424869275	0.396830831	0.372527867	0.351733478	0.334253865	0.319926511	0.308618656	0.300226059	0.294672032	0.291906737
119	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.534210629	0.493238972	0.456905355	0.424869275	0.396830831	0.372527867	0.351733478	0.334253865	0.319926511	0.308618656	0.300226059	0.294672032	0.291906737
120	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.534210629	0.493238972	0.456905355	0.424869275	0.396830831	0.372527867	0.351733478	0.334253866	0.319926512	0.308618657	0.30022606	0.294672033	0.291906737
121	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905355	0.424869275	0.396830832	0.372527868	0.351733478	0.334253866	0.319926512	0.308618657	0.30022606	0.294672033	0.291906738
122	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869275	0.396830832	0.372527868	0.351733479	0.334253866	0.319926512	0.308618657	0.30022606	0.294672033	0.291906738
123	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869275	0.396830832	0.372527868	0.351733479	0.334253866	0.319926512	0.308618657	0.30022606	0.294672033	0.291906738
124	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869275	0.396830832	0.372527868	0.351733479	0.334253866	0.319926512	0.308618657	0.30022606	0.294672033	0.291906738
125	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869275	0.396830832	0.372527868	0.351733479	0.334253866	0.319926512	0.308618657	0.30022606	0.294672033	0.291906738
126	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926512	0.308618657	0.30022606	0.294672033	0.291906738
127	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926512	0.308618657	0.30022606	0.294672033	0.291906738
128	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926512	0.308618657	0.30022606	0.294672033	0.291906738
129	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926512	0.308618657	0.30022606	0.294672033	0.291906738
130	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926512	0.308618657	0.30022606	0.294672033	0.291906738
131	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926512	0.308618657	0.30022606	0.294672033	0.291906738
132	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926512	0.308618657	0.30022606	0.294672033	0.291906738
133	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926512	0.308618657	0.30022606	0.294672033	0.291906738
134	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926512	0.308618657	0.30022606	0.294672033	0.291906738
135	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926512	0.308618657	0.30022606	0.294672033	0.291906738
136	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926512	0.308618657	0.30022606	0.294672033	0.291906738
137	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926512	0.308618657	0.30022606	0.294672033	0.291906738
138	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926512	0.308618657	0.30022606	0.294672033	0.291906738
139	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926512	0.308618657	0.30022606	0.294672033	0.291906738
140	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926512	0.308618657	0.30022606	0.294672033	0.291906738
141	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672033	0.291906738
142	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672033	0.291906738
143	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672033	0.291906738
144	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672033	0.291906738
145	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672033	0.291906738
146	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672033	0.291906738
147	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672033	0.291906738
148	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672033	0.291906738
149	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672033	0.291906738
150	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672033	0.291906738
151	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672033	0.291906738
152	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672033	0.291906738
153	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672033	0.291906738
154	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672033	0.291906738
155	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672033	0.291906738
156	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672034	0.291906738
157	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672034	0.291906738
158	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672034	0.291906738
159	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672034	0.291906738
160	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672034	0.291906738
161	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672034	0.291906738
162	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672034	0.291906738
163	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672034	0.291906738
164	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672034	0.291906738
165	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672034	0.291906738
166	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672034	0.291906738
167	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672034	0.291906738
168	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672034	0.291906738
169	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672034	0.291906738
170	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672034	0.291906738
171	3D	1	0.9025423	0.823848809	0.752904281	0.689039632	0.631653141	0.580204704	0.53421063	0.493238972	0.456905356	0.424869276	0.396830832	0.372527868	0.351733479	0.334253866	0.319926513	0.308618658	0.30022606	0.294672034	0.291906738
