Tick	Model	Layer1	Layer2	Layer3	Layer4	Layer5	Layer6	Layer7	Layer8	Layer9	Layer10	Layer11	Layer12	Layer13	Layer14	Layer15	Layer16	Layer17	Layer18	Layer19	Layer20
26	3D	1	0.820190978	0.673619829	0.554170568	0.457000107	0.378089656	0.314333045	0.263061262	0.222246392	0.190289185	0.166291435	0.146619526	0.132237418	0.122586459	0.115150048	0.109544568	0.105300742	0.102313406	0.10053648	0.099946608
27	3D	1	0.820974566	0.675386702	0.55578081	0.45846591	0.378668866	0.314292171	0.262690989	0.22166087	0.189497198	0.164706078	0.145961854	0.132502735	0.121728716	0.114805863	0.109178456	0.104898228	0.101893266	0.100109234	0.099517483
28	3D	1	0.820290516	0.67341772	0.553859203	0.456724376	0.377856095	0.314034531	0.26263445	0.221711802	0.189670188	0.165413327	0.146095975	0.131550228	0.121681846	0.114063869	0.108459531	0.104269366	0.101334732	0.099592553	0.099014591
29	3D	1	0.81986459	0.673134349	0.553505381	0.456252143	0.377308829	0.313364236	0.261968108	0.221056881	0.188432324	0.163192014	0.144245905	0.130890184	0.120663864	0.113169974	0.107589962	0.1034744	0.100610982	0.098914281	0.098351596
30	3D	1	0.819936361	0.673350986	0.554134735	0.456335937	0.37712855	0.313216801	0.261918011	0.220693363	0.18892809	0.162869062	0.144161161	0.129705865	0.120057613	0.112465766	0.10702663	0.102975095	0.100117343	0.098410815	0.097843103
31	3D	1	0.820023269	0.673377596	0.553648289	0.45628816	0.377381927	0.313438865	0.261840171	0.220587232	0.187915789	0.162618961	0.14367368	0.130174213	0.119910407	0.111773971	0.106648249	0.102600165	0.09972981	0.098019053	0.097450722
32	3D	1	0.820191775	0.67343966	0.554194947	0.458902965	0.377714516	0.313340627	0.261983352	0.221343919	0.188287477	0.16273505	0.143729039	0.129850366	0.118449893	0.11116553	0.106020285	0.102096049	0.09930066	0.097625381	0.097067354
33	3D	1	0.821082476	0.673903424	0.553897408	0.45633029	0.377225538	0.313330264	0.261949469	0.220823289	0.188300175	0.163104264	0.144455809	0.129307479	0.118784571	0.110739862	0.105824517	0.101873808	0.099038467	0.097338579	0.096772567
34	3D	1	0.820998196	0.677587845	0.554942317	0.456886301	0.377488336	0.313516025	0.261643604	0.220308906	0.187796	0.162625643	0.14308703	0.128354865	0.117645606	0.110640015	0.105441831	0.101570249	0.098786279	0.09710748	0.0965469
35	3D	1	0.819871935	0.673225361	0.554046666	0.457515667	0.379786109	0.313801893	0.261888884	0.220943392	0.188650139	0.163341038	0.144577376	0.129555696	0.119495382	0.111677642	0.106081155	0.10186515	0.098891447	0.09711966	0.096531064
36	3D	1	0.819855929	0.673117477	0.553779729	0.456940947	0.377573759	0.313300822	0.261598604	0.220420566	0.188003829	0.163035877	0.144235869	0.130110628	0.119526357	0.111889358	0.106205477	0.101955179	0.098969092	0.097191147	0.096600418
37	3D	1	0.819816482	0.672933246	0.553172861	0.455726907	0.37667724	0.312855178	0.261678338	0.220486305	0.188052509	0.162879288	0.14360558	0.129385164	0.118986889	0.111899771	0.106347645	0.102099661	0.099094768	0.09730279	0.096707251
38	3D	1	0.82036447	0.674039838	0.554260209	0.45670369	0.377431912	0.313368941	0.261945376	0.221142887	0.189868272	0.164639827	0.1446639	0.13006307	0.119972128	0.111891684	0.106622119	0.102380077	0.099346585	0.097532569	0.096929277
39	3D	1	0.820569349	0.673721048	0.554012186	0.456495455	0.377406658	0.313587659	0.26243064	0.221184318	0.18869559	0.163275978	0.143934637	0.129682902	0.119305452	0.112194609	0.106709135	0.102485006	0.09948681	0.097696341	0.097100992
40	3D	1	0.820430223	0.674341597	0.554243137	0.456675705	0.377649094	0.31384989	0.262557944	0.221387791	0.189032228	0.163778985	0.144216164	0.130287405	0.119718389	0.112201139	0.106674667	0.102488616	0.099525963	0.097756247	0.097167535
41	3D	1	0.820066409	0.67357568	0.554419092	0.457404672	0.378012349	0.314068545	0.262943587	0.221777086	0.188774687	0.163300879	0.144565809	0.129380914	0.118810908	0.111704154	0.106404784	0.102340139	0.099445606	0.097711795	0.097134408
42	3D	1	0.820191516	0.673417496	0.553828532	0.456394013	0.377312086	0.313510489	0.262453444	0.22155407	0.189966552	0.163847664	0.144302377	0.129783375	0.119709315	0.112089592	0.106508946	0.102320774	0.099374275	0.09761998	0.097037249
43	3D	1	0.820049083	0.673363834	0.553979567	0.456786128	0.377665724	0.313599994	0.26211848	0.221071635	0.188722329	0.163157888	0.143905865	0.130028535	0.118843116	0.111703366	0.106224203	0.102082483	0.099167678	0.09743223	0.096855689
44	3D	1	0.820044991	0.673431598	0.553794895	0.456449192	0.377468241	0.313627206	0.262172438	0.221149485	0.188528056	0.16338307	0.144414191	0.129097146	0.118561	0.111731334	0.106242513	0.102051229	0.099093886	0.097332692	0.096747724
45	3D	1	0.819880713	0.673158861	0.553740804	0.456706239	0.37847818	0.316057103	0.263072265	0.222702818	0.188827401	0.162885764	0.143485797	0.12913591	0.118830271	0.111488369	0.106032096	0.101896224	0.098973927	0.097230651	0.096651109
46	3D	1	0.821514227	0.674177711	0.554255639	0.456679285	0.377532256	0.31354157	0.262105806	0.220887303	0.188192059	0.162750005	0.143626826	0.129570607	0.119029237	0.111322231	0.1058274	0.101718779	0.098821541	0.097092602	0.096517609
47	3D	1	0.820268247	0.673530649	0.553886012	0.456582637	0.377586961	0.313547595	0.262197894	0.220951107	0.18854165	0.163666638	0.143669844	0.129365038	0.119014086	0.110953702	0.105772938	0.101654177	0.09872849	0.096984016	0.096404437
48	3D	1	0.819975581	0.673350885	0.554082726	0.457239155	0.377825191	0.313443127	0.261640172	0.220461741	0.188690168	0.162383427	0.142900191	0.128385909	0.117957893	0.11104453	0.105652159	0.101534787	0.098624083	0.09688802	0.096310923
49	3D	1	0.819831702	0.673074146	0.553650079	0.456611818	0.377882801	0.314109011	0.262097176	0.22063751	0.188055645	0.162493026	0.142966206	0.129078275	0.117995307	0.110924936	0.105562121	0.101471126	0.098567445	0.096830629	0.096252557
50	3D	1	0.820395519	0.674032057	0.554682161	0.457345769	0.377893628	0.313536663	0.261664312	0.220314117	0.187812948	0.162345472	0.142681101	0.127945587	0.117611596	0.110848372	0.105548834	0.10146649	0.098562117	0.096823842	0.096245185
51	3D	1	0.82003984	0.673203525	0.553558599	0.45621476	0.377226794	0.313429891	0.262222982	0.220752411	0.187962145	0.162376483	0.143158191	0.129205563	0.119066427	0.111510325	0.105898887	0.101654116	0.098661258	0.096879133	0.096287278
52	3D	1	0.82104194	0.673664511	0.553660462	0.456144004	0.377067043	0.313083774	0.261492864	0.220199102	0.187609234	0.162092959	0.143044827	0.129504161	0.119214552	0.111461297	0.105829373	0.101618968	0.09866074	0.096899861	0.096314901
53	3D	1	0.820358796	0.67419995	0.553832807	0.455970586	0.376619952	0.312456501	0.260793742	0.219507318	0.18690323	0.161721488	0.1432742	0.12846434	0.117784794	0.11081783	0.105511263	0.101430707	0.098534097	0.096804053	0.096228762
54	3D	1	0.820181829	0.673681304	0.553753158	0.456130469	0.376790823	0.312648479	0.261083503	0.22000491	0.187744839	0.162527403	0.14330487	0.129386726	0.118717615	0.110937811	0.105459441	0.101337082	0.098425256	0.096688326	0.09611098
55	3D	1	0.819728477	0.67283611	0.553135518	0.455779545	0.376748767	0.312733656	0.261172146	0.219976925	0.187402016	0.162164889	0.142848156	0.12848382	0.118566585	0.110992563	0.10549042	0.101354223	0.098434028	0.09669087	0.096111093
56	3D	1	0.819779569	0.672975583	0.553423683	0.455879997	0.376735189	0.312800231	0.261379942	0.220166276	0.187444105	0.161968526	0.142657387	0.128908506	0.117798844	0.110726511	0.105344906	0.101259891	0.098372975	0.096650072	0.09607712
57	3D	1	0.82131517	0.674381301	0.554489802	0.457154254	0.377480802	0.313165701	0.261543675	0.220403931	0.187953011	0.162720954	0.144001288	0.129274678	0.119242855	0.1115577	0.105777544	0.10147667	0.098474792	0.096695587	0.096105741
58	3D	1	0.820717095	0.674917092	0.554913526	0.457259972	0.378100254	0.313750126	0.261954517	0.220661287	0.188134624	0.163388606	0.143248988	0.12877968	0.118401163	0.111377426	0.105812887	0.101550003	0.098540441	0.09674922	0.096154577
59	3D	1	0.820850494	0.674283338	0.554818441	0.457540606	0.378771034	0.315922568	0.262642098	0.221017781	0.18803957	0.16263617	0.143959408	0.128945207	0.118841386	0.111262406	0.105660837	0.101449507	0.098486977	0.096723279	0.096137409
60	3D	1	0.820663019	0.674552361	0.555123005	0.457533609	0.378026878	0.313735851	0.262006284	0.220559498	0.187829955	0.162483746	0.143344962	0.129748583	0.11944614	0.111187415	0.105850565	0.101609252	0.098598781	0.096805744	0.096210461
61	3D	1	0.820120547	0.673608203	0.554210626	0.457048893	0.378251716	0.314892443	0.26436678	0.221815096	0.18882154	0.162953441	0.143329478	0.128684118	0.118164418	0.110905905	0.105593862	0.101506085	0.098588836	0.096839926	0.096257347
62	3D	1	0.819722541	0.672846763	0.553291695	0.456164788	0.377503087	0.314033923	0.262840264	0.221355387	0.188438835	0.16286423	0.14341851	0.128865413	0.118933775	0.111408393	0.105862443	0.101665815	0.098699505	0.09692961	0.096341213
63	3D	1	0.819999242	0.673294084	0.553665336	0.456219891	0.377149181	0.313295769	0.262049093	0.221122663	0.188458999	0.162853737	0.143519769	0.129135276	0.118841047	0.110666362	0.105569211	0.101588784	0.098708905	0.09697252	0.096393011
64	3D	1	0.820707041	0.673990956	0.55441097	0.456782071	0.377471263	0.31328208	0.261685933	0.220671875	0.188995848	0.162688538	0.143195021	0.128712935	0.118377113	0.111450797	0.106034494	0.101866985	0.098904065	0.097131573	0.096541661
65	3D	1	0.820669716	0.674012411	0.554567731	0.45653297	0.377031804	0.312820038	0.261177447	0.219907538	0.187319494	0.162148936	0.14328054	0.128150811	0.117598228	0.110883648	0.105495536	0.101623008	0.098827936	0.097134182	0.096567271
66	3D	1	0.820667732	0.674764224	0.555672548	0.457745792	0.378621444	0.31413977	0.2618955	0.220264418	0.187510767	0.162168685	0.143069821	0.128943599	0.118656515	0.111730049	0.10616349	0.101935047	0.098961533	0.097193592	0.096606754
67	3D	1	0.820039285	0.673653605	0.55479084	0.456965143	0.377369229	0.313047729	0.261377306	0.220241057	0.187963219	0.162852886	0.144613076	0.130418994	0.119794144	0.11208595	0.106419527	0.10214605	0.099133189	0.097338083	0.096741666
68	3D	1	0.819915302	0.673304471	0.554093388	0.457041132	0.377629596	0.313671159	0.261915562	0.220915192	0.188467624	0.163106153	0.144064992	0.129696384	0.119089343	0.111484027	0.106429569	0.102290066	0.099312116	0.097526888	0.096932567
69	3D	1	0.819632554	0.672685009	0.553077264	0.455847	0.376923769	0.313005176	0.261527404	0.220229963	0.187616019	0.162271789	0.143009533	0.128799295	0.119044465	0.111172645	0.106303155	0.10229314	0.099384507	0.09763273	0.097048409
70	3D	1	0.819666465	0.672737238	0.553134726	0.455883368	0.376873396	0.312796092	0.261186386	0.219967931	0.187446237	0.162218765	0.143085652	0.128768461	0.118400318	0.110985765	0.106226173	0.102267645	0.099391912	0.097659591	0.097081755
71	3D	1	0.819664343	0.672738242	0.553092996	0.45570737	0.376693454	0.312846431	0.261514271	0.220488386	0.187989248	0.162721055	0.143613086	0.129285934	0.119075775	0.111947935	0.106491983	0.102348905	0.099420218	0.097672308	0.097091065
72	3D	1	0.819920529	0.673203462	0.553676938	0.456353753	0.377308445	0.313280161	0.261849572	0.220974195	0.188394691	0.163402037	0.144858576	0.129833794	0.119576945	0.111632682	0.106504602	0.10238452	0.09944032	0.09767963	0.097093978
73	3D	1	0.821153218	0.674057608	0.554385815	0.457073845	0.37784613	0.313834291	0.262634885	0.222743849	0.188967635	0.163224951	0.143961278	0.130094973	0.119360697	0.112053713	0.106611452	0.102455156	0.099504346	0.097739851	0.097152693
74	3D	1	0.819920229	0.67317579	0.553656034	0.456412579	0.377433501	0.313586204	0.262322527	0.221465528	0.189901511	0.163826692	0.144461754	0.130055665	0.120390792	0.112280159	0.106982663	0.102734507	0.099704327	0.097894776	0.097293329
75	3D	1	0.819924997	0.673398978	0.554418883	0.45685796	0.377564607	0.313542266	0.262130182	0.221141251	0.188901071	0.163591547	0.144355437	0.129899104	0.119506205	0.112343305	0.106863112	0.102732404	0.099792747	0.098026907	0.097437826
76	3D	1	0.819994352	0.673441811	0.554204747	0.457018951	0.378121349	0.314137126	0.262570192	0.221574309	0.189415612	0.164133471	0.145163403	0.130742394	0.120530536	0.113120114	0.107412926	0.103096296	0.100055638	0.098244435	0.097642649
77	3D	1	0.81991244	0.673188771	0.553760489	0.456696579	0.377894628	0.31400645	0.26274132	0.221547972	0.189278426	0.164167651	0.145793092	0.131352544	0.120320496	0.113139549	0.10750092	0.103219362	0.100196001	0.098392516	0.097792914
78	3D	1	0.820037754	0.673390914	0.553884125	0.456769514	0.378193121	0.314822801	0.262841327	0.221535619	0.189138935	0.164227818	0.145549291	0.13094501	0.120772992	0.113259031	0.107548189	0.103260053	0.100247829	0.098455128	0.097859616
79	3D	1	0.820028346	0.673427005	0.553721433	0.456552498	0.378236132	0.315618674	0.262766763	0.221457297	0.189043668	0.164188745	0.145012942	0.131196859	0.120375135	0.113099782	0.107443349	0.103202932	0.100226224	0.098453857	0.097864835
80	3D	1	0.819983696	0.673388304	0.554036264	0.456678882	0.377433206	0.31343329	0.262105559	0.221334095	0.189021845	0.164201681	0.145461836	0.131226827	0.121067857	0.113459585	0.107757883	0.103440956	0.100396801	0.098583387	0.09798095
81	3D	1	0.819808043	0.672987835	0.553383704	0.456076228	0.377052447	0.313157246	0.261823258	0.220922417	0.188763344	0.164022775	0.145512774	0.132277102	0.121861638	0.113978571	0.108085664	0.103679077	0.100588171	0.098750877	0.098141013
82	3D	1	0.819715651	0.672862316	0.553342402	0.456117204	0.377219409	0.313401182	0.26196963	0.220950986	0.188580779	0.163648515	0.145041597	0.131771386	0.120953201	0.11376192	0.108084525	0.103743833	0.100679785	0.098855064	0.098249015
83	3D	1	0.819885716	0.673096459	0.553584651	0.456541075	0.378098559	0.314300781	0.262479742	0.221329919	0.189127672	0.163969193	0.144862058	0.131119502	0.120348914	0.113283368	0.107672781	0.103432413	0.100454827	0.098684474	0.098096693
84	3D	1	0.820580055	0.674444388	0.555252717	0.458299851	0.378707701	0.314448929	0.262340421	0.221010914	0.188715743	0.163542038	0.144359321	0.1304503	0.120943355	0.11351038	0.107741553	0.103398096	0.1003567	0.098552833	0.097954756
85	3D	1	0.819748693	0.672905935	0.553361705	0.45613644	0.3770939	0.31299718	0.261434091	0.220335547	0.187876483	0.162892159	0.144704192	0.130954939	0.120640472	0.113318599	0.107620982	0.103298622	0.100259377	0.098453289	0.097854018
86	3D	1	0.819731983	0.672914333	0.553407305	0.455994545	0.376819983	0.312700202	0.261111317	0.219894519	0.18747742	0.162495049	0.143339811	0.12977747	0.119196085	0.112526386	0.107081093	0.102904401	0.099955784	0.098200083	0.097617016
87	3D	1	0.8200372	0.673462359	0.554182933	0.45737049	0.378068217	0.313338016	0.261318649	0.219901871	0.187357497	0.162316967	0.14367801	0.129823719	0.119962267	0.112623304	0.106947409	0.102668581	0.099673104	0.097898041	0.097309879
88	3D	1	0.819879315	0.673127916	0.553627082	0.456493123	0.377519426	0.313564933	0.261485459	0.220074389	0.187627769	0.162620584	0.143475641	0.129546625	0.119491575	0.112493107	0.10678201	0.102458211	0.09943708	0.097649277	0.097057213
89	3D	1	0.819854285	0.67311302	0.553622797	0.456214274	0.377052268	0.31304746	0.261593558	0.220451504	0.187969999	0.162627125	0.143693009	0.129673666	0.119955385	0.112528788	0.106779761	0.102445026	0.099404208	0.097598461	0.096999414
90	3D	1	0.819805681	0.672967059	0.553406426	0.456193149	0.377300447	0.313307743	0.261915249	0.220567794	0.188110315	0.163041874	0.144076835	0.130593221	0.119545533	0.111849791	0.106619264	0.102385622	0.099366253	0.097565617	0.096967634
91	3D	1	0.819798002	0.673036241	0.553583392	0.456250645	0.377170686	0.313160559	0.261685391	0.220786461	0.189350747	0.164117055	0.144854689	0.130687545	0.119595765	0.112315546	0.106645547	0.102338795	0.099309883	0.097509878	0.096912616
92	3D	1	0.819837246	0.672977284	0.553354407	0.455968891	0.376894905	0.31294319	0.261488592	0.220350775	0.187953522	0.162935438	0.143747105	0.1295236	0.119661322	0.111556966	0.106325099	0.1021589	0.09919637	0.097429074	0.096841814
93	3D	1	0.819692618	0.67268248	0.552914759	0.455480514	0.376365306	0.312365252	0.260884488	0.219822042	0.187540925	0.163101909	0.143319754	0.129550358	0.118772414	0.111787676	0.106229972	0.102018923	0.099060081	0.097301329	0.096717575
94	3D	1	0.819914452	0.67317927	0.553291833	0.4557483	0.37661493	0.312620508	0.261085589	0.22006583	0.188378463	0.162146354	0.142639043	0.128242989	0.118525804	0.111276932	0.105867443	0.101761215	0.098856897	0.097123374	0.096546947
95	3D	1	0.820302752	0.673486848	0.554084867	0.456126026	0.376757346	0.312680295	0.261102423	0.219976022	0.187524965	0.162476003	0.14396211	0.12937231	0.118020903	0.110334077	0.105484841	0.101541504	0.098695897	0.096984513	0.096413848
96	3D	1	0.82033764	0.673386552	0.55352633	0.455989142	0.376879016	0.312746098	0.261216973	0.220227204	0.188024877	0.162584693	0.143389386	0.12914051	0.118823915	0.11102471	0.105669864	0.101600773	0.098702255	0.09696543	0.096387025
97	3D	1	0.819615506	0.67263794	0.55296621	0.455626107	0.376588422	0.312554217	0.260943756	0.219661417	0.187022773	0.161627804	0.142324828	0.127830766	0.117482212	0.11050878	0.105397816	0.101430272	0.098588402	0.09688156	0.096312509
98	3D	1	0.819979915	0.673302012	0.554054227	0.456136228	0.376790582	0.312773006	0.261383362	0.219943933	0.18730395	0.162058736	0.143059371	0.12925127	0.118022162	0.110403209	0.105503352	0.101493106	0.098598939	0.096860582	0.096281441
99	3D	1	0.819939409	0.67320021	0.553642698	0.456183833	0.377034535	0.312791107	0.261069307	0.219769898	0.187150786	0.161833068	0.142561418	0.128209244	0.118291973	0.110504282	0.105562968	0.101537321	0.098637102	0.09689572	0.096315525
100	3D	1	0.819967782	0.673339436	0.554065184	0.457305173	0.378036971	0.313833976	0.262312213	0.220713351	0.188032993	0.162828041	0.143104073	0.128646445	0.118058919	0.11099874	0.105612487	0.101516694	0.098617267	0.096885174	0.096308928
101	3D	1	0.820389262	0.673770737	0.554151871	0.457001309	0.377440214	0.313171597	0.261548257	0.220392885	0.187932216	0.162573746	0.143267613	0.128974123	0.118825126	0.111375833	0.10573105	0.101514222	0.098566532	0.096817919	0.096237937
102	3D	1	0.820498645	0.674277522	0.554758308	0.457484996	0.378519091	0.314177372	0.262032972	0.220557432	0.187959361	0.163271298	0.143405593	0.129445895	0.118895269	0.111370461	0.105695598	0.101452007	0.09848376	0.09672305	0.096139164
103	3D	1	0.819751786	0.672874328	0.553219794	0.455835914	0.376772806	0.312846441	0.261444259	0.220388879	0.188140598	0.163129195	0.144862837	0.129792866	0.119395499	0.111349654	0.105631591	0.101376824	0.09839988	0.096633472	0.096047638
104	3D	1	0.820664575	0.673126624	0.553081441	0.455558929	0.376449921	0.312463386	0.260984723	0.21985801	0.187604147	0.163399971	0.14439537	0.129963612	0.119080576	0.110881186	0.105606403	0.101402653	0.098414854	0.09663453	0.096043404
105	3D	1	0.820055189	0.673441167	0.55383935	0.45653237	0.377643158	0.313649612	0.262102849	0.220557104	0.187943949	0.162531428	0.143337373	0.129690912	0.118985831	0.111253394	0.105592663	0.101355121	0.09838168	0.096614054	0.096027265
106	3D	1	0.819736662	0.672874787	0.553368232	0.456500837	0.379309907	0.313700215	0.261912339	0.220634114	0.187989841	0.162741916	0.144269672	0.129873016	0.118796224	0.111442451	0.105701025	0.101401571	0.098397485	0.0966165	0.096026001
107	3D	1	0.81967211	0.672769797	0.553169937	0.455754133	0.376734085	0.312930325	0.261852572	0.221987436	0.188789883	0.163826114	0.143471087	0.128878428	0.118752633	0.111106061	0.105535852	0.101347026	0.098392439	0.09663051	0.096044825
108	3D	1	0.819742413	0.672846573	0.553228355	0.455753557	0.376573731	0.312582354	0.261142772	0.219899759	0.187288272	0.162034891	0.142667366	0.128222575	0.118426792	0.110456925	0.105196273	0.101084703	0.098279701	0.096588831	0.096022839
109	3D	1	0.820360709	0.673827325	0.554726426	0.456726121	0.377211505	0.312776514	0.260979802	0.219653846	0.186992258	0.161679947	0.142420062	0.127817468	0.117570895	0.110533892	0.105239257	0.101212446	0.098353423	0.096641483	0.096071271
110	3D	1	0.821466263	0.67479928	0.555354085	0.458400055	0.378385891	0.314004635	0.261786096	0.220220674	0.187537612	0.162246013	0.143371536	0.128203711	0.117968961	0.110730933	0.105359785	0.101281799	0.098394395	0.096669299	0.096095364
111	3D	1	0.820766294	0.675050317	0.555289265	0.457785042	0.378520189	0.314767749	0.26450003	0.221721634	0.18842036	0.162893971	0.143522933	0.129215341	0.118499914	0.111436533	0.105804738	0.101543999	0.098555019	0.0967803	0.096191568
112	3D	1	0.820164249	0.673816326	0.554899011	0.457258629	0.377760304	0.313459717	0.261817122	0.220738155	0.188011648	0.162768328	0.144370821	0.129937226	0.118592173	0.11143882	0.105870029	0.101624703	0.09863203	0.096851429	0.096260312
113	3D	1	0.819892011	0.673140862	0.553628345	0.45641033	0.377484611	0.313400697	0.261743736	0.220428338	0.187710579	0.162240444	0.1428815	0.128513156	0.117987466	0.11044783	0.105539449	0.101513262	0.098604977	0.096856887	0.096274261
