Tick	Model	Layer1	Layer2	Layer3	Layer4	Layer5	Layer6	Layer7	Layer8	Layer9	Layer10	Layer11	Layer12	Layer13	Layer14	Layer15	Layer16	Layer17	Layer18	Layer19	Layer20
102	3D	1	0.830841088	0.69806404	0.590149588	0.502055328	0.424278414	0.36123988	0.309386244	0.267705861	0.231319549	0.202910884	0.1806748	0.163788464	0.151088225	0.141819306	0.136002141	0.131233151	0.127672365	0.125304796	0.124123291
103	3D	1	0.827407103	0.697827501	0.589631939	0.499177861	0.423812624	0.361291188	0.308904031	0.265899022	0.230863718	0.202693594	0.180521509	0.163739757	0.151968404	0.14246567	0.136097319	0.131247974	0.127688828	0.12534176	0.12417433
104	3D	1	0.826245511	0.697376282	0.589416043	0.499261642	0.423873834	0.360971768	0.30893153	0.266323806	0.232338812	0.20308947	0.180870458	0.163748968	0.151486858	0.141678339	0.136127717	0.131353468	0.127774045	0.125398834	0.124215709
105	3D	1	0.830677131	0.697682497	0.589192726	0.498821466	0.423441435	0.360799877	0.308509969	0.265527705	0.230624138	0.203273371	0.179971707	0.162689437	0.150197387	0.141838092	0.135658358	0.131016788	0.127534773	0.125216623	0.124059267
106	3D	1	0.826916874	0.700958496	0.589550231	0.499127511	0.425446136	0.360551529	0.308253627	0.265327704	0.23036575	0.20223535	0.180183517	0.164052172	0.15139874	0.141621837	0.135938008	0.131161531	0.127607419	0.125252432	0.124079148
107	3D	1	0.825927049	0.696742886	0.588666584	0.498392829	0.42312556	0.360288726	0.308214006	0.265342215	0.23024733	0.202007874	0.179766848	0.162778394	0.150438531	0.142082296	0.135923537	0.131123054	0.127575554	0.125232082	0.124066065
108	3D	1	0.826503096	0.69754078	0.589490253	0.49913849	0.423876697	0.361392642	0.309303654	0.267352465	0.230754406	0.202082228	0.179534939	0.162301615	0.14945365	0.141213996	0.135220243	0.130638147	0.127239282	0.124980834	0.123852981
109	3D	1	0.826085566	0.697056655	0.589076026	0.498758067	0.423460837	0.360761518	0.308474278	0.265422659	0.230306738	0.202106207	0.179985325	0.163235362	0.150923787	0.141194573	0.135387679	0.130736876	0.127263177	0.124958986	0.12381071
110	3D	1	0.826071713	0.697033953	0.589104154	0.499039815	0.424095159	0.361127748	0.309109294	0.265696901	0.230318954	0.201891841	0.179436826	0.162221937	0.149701532	0.141791549	0.135503641	0.130717268	0.127217351	0.124912925	0.12376711
111	3D	1	0.82597913	0.696861351	0.588853642	0.498614598	0.423448695	0.361125301	0.308952505	0.265861556	0.230518624	0.202186701	0.179920815	0.162561835	0.150285199	0.140857448	0.135264903	0.130612319	0.127165831	0.124885225	0.123749238
112	3D	1	0.825910794	0.696741656	0.588673663	0.498338632	0.422862163	0.360022136	0.307939352	0.265007313	0.229892504	0.20153596	0.179135893	0.161883066	0.149385266	0.141163214	0.135196013	0.130539202	0.127090913	0.124809408	0.12367308
113	3D	1	0.825982881	0.696793789	0.588553413	0.498042674	0.42249367	0.359576029	0.307438332	0.264509229	0.229455282	0.201108798	0.178723408	0.161551249	0.148819944	0.139879131	0.13433375	0.12982295	0.126581518	0.124422486	0.123340648
114	3D	1	0.826970186	0.700985806	0.589311526	0.498304139	0.422605769	0.359683256	0.307554841	0.264585168	0.229540574	0.20133991	0.178928266	0.161714817	0.148845693	0.140427184	0.134328364	0.129826856	0.126472771	0.124244807	0.123133193
115	3D	1	0.826993319	0.697209798	0.588759601	0.498205601	0.422760567	0.360140986	0.307724356	0.264698569	0.229623945	0.201288681	0.178880795	0.161249765	0.148387776	0.139587166	0.134150454	0.129579741	0.12619097	0.123950019	0.122834487
116	3D	1	0.826300056	0.697139815	0.588958697	0.4982486	0.422564449	0.359683819	0.307714304	0.26443712	0.229166439	0.200650898	0.178032056	0.160593965	0.147728573	0.138874019	0.13331785	0.128978424	0.125709595	0.123523503	0.122429246
117	3D	1	0.826073496	0.696994734	0.588968091	0.498655992	0.423080681	0.360314473	0.307754083	0.264632862	0.229520818	0.201026674	0.178384868	0.160928978	0.147914312	0.138989335	0.133435388	0.128955514	0.125590002	0.123348755	0.122229413
118	3D	1	0.826791486	0.696887817	0.588440597	0.497927325	0.42248719	0.359726741	0.307511697	0.264406841	0.229161105	0.200664331	0.178024658	0.160484029	0.147452985	0.138805431	0.132034916	0.128391343	0.125271885	0.123146097	0.122073219
119	3D	1	0.825868934	0.696625583	0.588417399	0.497917828	0.422379619	0.359470493	0.307281474	0.264286525	0.229196672	0.200927364	0.178465074	0.161019833	0.148257826	0.139297192	0.13320269	0.129178062	0.125773141	0.12348091	0.122332769
120	3D	1	0.826027455	0.69690606	0.588828871	0.498395321	0.422850676	0.359744206	0.307423767	0.264301385	0.22911361	0.200772293	0.178349587	0.161097201	0.148208625	0.139878848	0.133784598	0.129130942	0.125759493	0.123527483	0.122412715
121	3D	1	0.827046249	0.697319686	0.588949885	0.498518704	0.423132206	0.359982182	0.307586151	0.264404305	0.229097891	0.200631018	0.17814574	0.160941071	0.148461463	0.140369514	0.134206702	0.129457696	0.12595974	0.123649733	0.122500031
122	3D	1	0.825900272	0.696722277	0.588587719	0.497956022	0.42229909	0.359373448	0.307281587	0.264396445	0.229180317	0.200862658	0.178415213	0.160974102	0.148114771	0.13926666	0.133869316	0.129312874	0.125903107	0.123633882	0.12250049
123	3D	1	0.825740305	0.696440364	0.58830235	0.497981818	0.422618866	0.359639576	0.307324603	0.264243862	0.229092131	0.20079227	0.178396859	0.160992321	0.148074617	0.139178384	0.133886278	0.129337597	0.125924256	0.123653301	0.122519683
124	3D	1	0.82596476	0.69667579	0.588469103	0.498015932	0.422543222	0.359695678	0.307505579	0.264488343	0.229383626	0.201093514	0.178640406	0.161391585	0.148679587	0.139633228	0.134081416	0.129439798	0.125996252	0.123713633	0.1225751
125	3D	1	0.826153287	0.697293905	0.58953251	0.498692607	0.423040178	0.360320763	0.308505595	0.265502914	0.230209073	0.20180455	0.179427091	0.16296401	0.150136228	0.140532111	0.13480506	0.130004807	0.12644546	0.124090862	0.12291839
126	3D	1	0.825973535	0.696840482	0.588843659	0.498585545	0.423031747	0.360247211	0.308283425	0.265170331	0.229853442	0.201386003	0.178917942	0.161738502	0.149182765	0.141056833	0.134788748	0.130001585	0.126486194	0.124167554	0.123014198
127	3D	1	0.826148045	0.697206774	0.589023855	0.498756694	0.423596972	0.360383597	0.308194149	0.265372571	0.230057462	0.201810908	0.179325414	0.162839514	0.149466526	0.14089946	0.134565348	0.129771663	0.126314528	0.124043286	0.122913624
128	3D	1	0.825855463	0.696693384	0.588736452	0.498577153	0.423077269	0.360235661	0.308053546	0.26505064	0.229922465	0.201517295	0.179106445	0.161930292	0.149538827	0.13987265	0.13445245	0.129859965	0.12642606	0.124142822	0.123002999
129	3D	1	0.826045245	0.696969171	0.588843506	0.498387566	0.422761308	0.35987155	0.307836895	0.265006584	0.229929394	0.201463446	0.178918109	0.16168428	0.148771401	0.13986907	0.134248533	0.129749138	0.126386493	0.124139156	0.123013582
130	3D	1	0.826181252	0.696930727	0.588811981	0.498492193	0.422857271	0.359849642	0.307661376	0.264714806	0.229671152	0.20141426	0.179152366	0.162543711	0.149118879	0.140628364	0.134527302	0.129846501	0.126404931	0.124134243	0.123004559
131	3D	1	0.826553581	0.697886368	0.58980908	0.499867246	0.426396712	0.361318891	0.308866668	0.265610641	0.230329672	0.20209221	0.179540532	0.162218018	0.149627852	0.140872274	0.135166614	0.130330079	0.126746787	0.124382594	0.123207585
132	3D	1	0.827447254	0.702292005	0.593607232	0.500061153	0.424321337	0.361720114	0.309695533	0.266225914	0.230824199	0.202376837	0.179997887	0.162443359	0.149669016	0.140781577	0.135176479	0.130426486	0.1268943	0.124556132	0.123391756
133	3D	1	0.831404364	0.698921293	0.590816038	0.499680254	0.423999967	0.361498328	0.310985718	0.266574874	0.230733244	0.202013294	0.179349644	0.162066512	0.149599745	0.141360108	0.135190093	0.130461146	0.126974283	0.124667475	0.123518045
134	3D	1	0.8269848	0.698626223	0.590175949	0.499704171	0.423854564	0.360868028	0.308798766	0.265869336	0.23080856	0.202525946	0.179963668	0.162699518	0.150479602	0.141025431	0.13531982	0.130565312	0.127051437	0.124732147	0.123578732
135	3D	1	0.826375956	0.697705289	0.590287163	0.499521514	0.423683225	0.36067597	0.308573585	0.265733823	0.230673115	0.202055973	0.179505651	0.162212117	0.149501062	0.141207177	0.135190756	0.130506846	0.127035866	0.124737467	0.123592301
136	3D	1	0.82614135	0.697111617	0.589110227	0.498819498	0.423394303	0.36056086	0.308490031	0.265573458	0.230492543	0.201998147	0.17947148	0.162176958	0.149175927	0.140320041	0.134662017	0.130145691	0.126783695	0.124544339	0.123424953
137	3D	1	0.826721749	0.697800267	0.589662043	0.499225202	0.423759527	0.36094678	0.308809021	0.265963112	0.230600424	0.202221789	0.179898092	0.162951252	0.151231245	0.142407432	0.135833106	0.130846305	0.127205022	0.124811575	0.123623178
138	3D	1	0.827097959	0.697954988	0.589786573	0.499417418	0.424109227	0.361532707	0.309092214	0.265977029	0.230828597	0.202457457	0.179950144	0.162660175	0.149919017	0.141791415	0.135580044	0.130808471	0.127286086	0.124955129	0.12379361
139	3D	1	0.826679502	0.697897963	0.589854807	0.499514429	0.424122224	0.361371158	0.309202628	0.266257801	0.231217699	0.202841108	0.18109903	0.162940851	0.150085809	0.140851423	0.134757528	0.130776189	0.127396363	0.125115455	0.123971011
140	3D	1	0.826650092	0.69789992	0.589820616	0.499378561	0.423868867	0.361081666	0.309053002	0.266361435	0.231212551	0.203094111	0.180523541	0.163298701	0.15060921	0.142413143	0.136079942	0.131270825	0.127734676	0.125398826	0.124235965
141	3D	1	0.826782133	0.698035013	0.590185455	0.499797632	0.424138038	0.361100265	0.308897885	0.265957691	0.230827056	0.202579289	0.180361331	0.163383543	0.150392428	0.141323994	0.135956606	0.131341917	0.127873996	0.12556317	0.124408415
142	3D	1	0.826390751	0.697243929	0.5891067	0.498731469	0.423360752	0.360665662	0.308711056	0.266006829	0.230786165	0.202578518	0.180494978	0.164145647	0.150751752	0.141842009	0.136300606	0.131570068	0.128042333	0.12570586	0.124542516
143	3D	1	0.826002594	0.69693649	0.588971613	0.498621244	0.423089033	0.360221404	0.308161392	0.265318662	0.230372295	0.202279082	0.180157359	0.163261899	0.15063738	0.142261817	0.136109709	0.131375197	0.127886827	0.125583268	0.124436847
144	3D	1	0.827081676	0.701212115	0.589777388	0.498997749	0.42321382	0.360244568	0.308157645	0.265358362	0.230516615	0.20245248	0.1803444	0.16322782	0.150634684	0.141897734	0.13628322	0.131513929	0.127978258	0.125644012	0.124483325
145	3D	1	0.826626527	0.69791599	0.589792304	0.499012189	0.423306318	0.360412592	0.308284488	0.265459741	0.230632815	0.202693959	0.180425071	0.163412784	0.150923157	0.141942844	0.136408752	0.131645863	0.128089437	0.125734054	0.124561451
146	3D	1	0.830911733	0.698025045	0.589561199	0.498934802	0.423329445	0.360437101	0.308344551	0.265441537	0.23046245	0.202422277	0.180463266	0.163407346	0.150977942	0.141782445	0.136159016	0.131482032	0.127991994	0.12567618	0.124521925
147	3D	1	0.826237691	0.697417986	0.589727389	0.499509655	0.423903	0.361177512	0.308698068	0.265630106	0.230572335	0.202318928	0.180114325	0.163267906	0.151421622	0.142627974	0.136285712	0.131471447	0.127942591	0.125616533	0.124459722
148	3D	1	0.826411036	0.697609807	0.589723691	0.499493474	0.424319977	0.361247269	0.30889006	0.26584682	0.230836441	0.202370876	0.18010166	0.163251054	0.150626998	0.14158319	0.135950687	0.131319094	0.127870287	0.125579995	0.124437326
149	3D	1	0.826578472	0.698119066	0.590873533	0.500387896	0.424315179	0.361256582	0.308888314	0.265809101	0.230680938	0.202357352	0.180099353	0.163601671	0.150102787	0.141269673	0.135710887	0.131081441	0.127657735	0.125393879	0.124266363
150	3D	1	0.826620046	0.69831279	0.589984454	0.499558396	0.424179819	0.36084491	0.30857869	0.265672465	0.230734609	0.20243149	0.18014329	0.162819682	0.150208744	0.141278505	0.135835934	0.131201974	0.127745263	0.125451182	0.124306986
151	3D	1	0.826265463	0.697466692	0.589765044	0.49923847	0.423855579	0.361166698	0.308726832	0.26574978	0.230794014	0.202797738	0.180773174	0.164009078	0.151846039	0.142639448	0.136243299	0.13140821	0.127871174	0.125542054	0.124384298
152	3D	1	0.826253265	0.697493282	0.590005564	0.499281018	0.423709116	0.360699397	0.308613732	0.26587233	0.230872551	0.202613943	0.180418327	0.16327302	0.150908863	0.14281116	0.136481029	0.131602205	0.128019039	0.125658231	0.12448482
153	3D	1	0.826039937	0.696975306	0.58901717	0.498830642	0.423604793	0.360953338	0.308905173	0.266093219	0.231067707	0.202991617	0.180829385	0.16404579	0.152250006	0.14328333	0.1366917	0.131736515	0.12811855	0.125738332	0.124555809
154	3D	1	0.826328611	0.697057982	0.588898391	0.498577804	0.423315904	0.360755877	0.308772508	0.2660274	0.231259282	0.203366341	0.181188232	0.164745841	0.151199036	0.142914424	0.136577721	0.131702993	0.128126525	0.125771546	0.124601264
155	3D	1	0.825945638	0.69682824	0.588875071	0.498746248	0.423511582	0.360955224	0.308847555	0.265718014	0.230572916	0.202340022	0.180190449	0.163818583	0.15055061	0.141648162	0.135392107	0.131341441	0.12796273	0.125697815	0.124564159
156	3D	1	0.826022201	0.69695584	0.58894876	0.498479992	0.422963644	0.360187101	0.308196581	0.265409841	0.230352609	0.202075851	0.179744413	0.16265518	0.150267358	0.141940231	0.135807663	0.131201606	0.127829552	0.125595295	0.124479374
157	3D	1	0.825979784	0.696809595	0.588642077	0.498148842	0.422625883	0.359827644	0.307879151	0.265226005	0.230560882	0.202218146	0.179823161	0.162381297	0.149580207	0.140731662	0.134741675	0.130948282	0.127712924	0.125522937	0.124421952
158	3D	1	0.825974093	0.696821652	0.588691951	0.498323756	0.423185089	0.361966445	0.308140392	0.265064123	0.230075138	0.201883336	0.179689473	0.162700139	0.149978916	0.141029304	0.135709144	0.131148068	0.127735522	0.125469309	0.124339137
159	3D	1	0.82641861	0.697321163	0.589292488	0.498954781	0.423393637	0.360508072	0.308378224	0.265495579	0.230671825	0.20246816	0.180843482	0.162672947	0.149987794	0.140999336	0.13565984	0.131063902	0.127615906	0.125323618	0.124180063
160	3D	1	0.827410276	0.697765014	0.589386026	0.498879674	0.423405805	0.360569938	0.308420552	0.2654888	0.230512256	0.202494106	0.180389119	0.163178262	0.150692284	0.140978667	0.135369314	0.130777398	0.12735863	0.125088815	0.123956652
161	3D	1	0.826339596	0.697363177	0.589364987	0.498962307	0.42344619	0.360574094	0.3084104	0.265490431	0.230572486	0.202175253	0.18000819	0.163708563	0.150508788	0.141498916	0.135765031	0.13098088	0.127442819	0.125106578	0.123944528
162	3D	1	0.827391154	0.699962736	0.593994844	0.500417554	0.424161525	0.360982914	0.308740579	0.265582039	0.230369691	0.202042427	0.179673358	0.162529458	0.150099249	0.141750079	0.135469251	0.130751676	0.127288804	0.124999188	0.123858187
163	3D	1	0.827231616	0.699069977	0.590615905	0.500069014	0.424669351	0.361733996	0.309277632	0.266135196	0.230941492	0.202615782	0.180891657	0.162832716	0.150536774	0.140950264	0.135419778	0.130757622	0.127288026	0.124988647	0.123842755
164	3D	1	0.827183233	0.698809157	0.591298149	0.500300275	0.424224112	0.360987184	0.308621589	0.265490163	0.230245192	0.201817608	0.179352765	0.162137644	0.149303198	0.140386223	0.13513296	0.130611153	0.12721096	0.124944533	0.12381186
165	3D	1	0.826703462	0.698138132	0.590187348	0.499483825	0.423672265	0.360579155	0.308312478	0.265280937	0.230154625	0.201868567	0.179474151	0.162034932	0.149294645	0.141078542	0.135041322	0.130492562	0.127112652	0.124863496	0.123739471
166	3D	1	0.826543934	0.697889411	0.590244634	0.500450112	0.424315229	0.361137507	0.308868342	0.265723276	0.230533136	0.202209783	0.179808916	0.162561203	0.149739835	0.140613311	0.134346479	0.130395364	0.127066008	0.124826856	0.12370545
167	3D	1	0.826393363	0.697712772	0.590412578	0.502410961	0.424466516	0.361136552	0.308777752	0.265650095	0.230458987	0.202134166	0.179708973	0.162179516	0.149337595	0.140541208	0.135193731	0.130625877	0.127208066	0.124936581	0.123802994
168	3D	1	0.826255522	0.697428859	0.589759816	0.499753619	0.424189335	0.361062213	0.308766347	0.265761835	0.230671277	0.202405913	0.179796773	0.162585232	0.149742211	0.140990094	0.135498414	0.130838359	0.127362946	0.125056112	0.123905438
169	3D	1	0.826076108	0.697132788	0.589659545	0.501653879	0.423910641	0.360952184	0.30908737	0.265989117	0.230918946	0.202808492	0.180323884	0.163100269	0.150639185	0.140899751	0.135272903	0.130578429	0.127084144	0.124936999	0.123849739
170	3D	1	0.826103493	0.697039306	0.589035467	0.49879678	0.423446679	0.360707475	0.308800949	0.266177001	0.231317969	0.202964469	0.180548353	0.163225284	0.150558214	0.142196981	0.13595752	0.131141848	0.127595749	0.125254406	0.124089192
171	3D	1	0.826049254	0.69697862	0.588923071	0.498641025	0.423360773	0.360742364	0.308849505	0.266138243	0.231445045	0.204192952	0.180889036	0.163625865	0.151488054	0.141856584	0.136047526	0.131308207	0.127804425	0.125481378	0.124322217
172	3D	1	0.826108145	0.697120507	0.589187212	0.498723551	0.423288712	0.360592103	0.308625221	0.265784069	0.230795611	0.202480235	0.180141958	0.163034319	0.150374161	0.142120971	0.135986945	0.131412867	0.12798129	0.125693824	0.124550602
173	3D	1	0.826029943	0.697083587	0.589660987	0.501776642	0.424225521	0.360718996	0.308420231	0.265489281	0.230484708	0.202314975	0.180160838	0.16340322	0.151431232	0.142633173	0.136296011	0.131515237	0.128014296	0.125706015	0.124557779
174	3D	1	0.826509852	0.697408543	0.589489307	0.499502341	0.424339711	0.36304128	0.309384815	0.267429324	0.230951315	0.202538009	0.180278241	0.163303619	0.150596632	0.141804406	0.136178289	0.131501652	0.128013237	0.12569835	0.124544401
175	3D	1	0.826494866	0.697369408	0.589249706	0.498863871	0.423499018	0.3608764	0.309036412	0.266155823	0.231237971	0.203768569	0.180321732	0.163053646	0.150430396	0.142313004	0.13612434	0.13139602	0.12791422	0.125612743	0.124466528
176	3D	1	0.828116515	0.699084781	0.590662027	0.500043867	0.424093233	0.361054364	0.309149095	0.267361119	0.23104204	0.202701348	0.180531557	0.163151189	0.150159656	0.141089393	0.135689283	0.131176608	0.127785895	0.125523786	0.124392764
177	3D	1	0.827008628	0.697938086	0.58979559	0.499219371	0.42361435	0.360622388	0.308444209	0.26552986	0.230575539	0.202488562	0.180338882	0.163592971	0.151547555	0.141902575	0.136212956	0.131440127	0.127905145	0.125570732	0.124409836
178	3D	1	0.826451974	0.69731055	0.589239763	0.498934775	0.423530049	0.360699244	0.308571916	0.265686016	0.230868311	0.203596273	0.180378476	0.163159085	0.150656172	0.141625338	0.136044151	0.131312865	0.127798281	0.125473758	0.124316612
179	3D	1	0.826943318	0.697815657	0.589452434	0.498925991	0.42350067	0.360816927	0.308872323	0.266009477	0.230955012	0.202731253	0.180443941	0.163302311	0.150641568	0.141651646	0.136151098	0.131442137	0.127920936	0.125584519	0.124419921
180	3D	1	0.831598765	0.699604986	0.590818748	0.500362596	0.426626014	0.361602515	0.309237713	0.266285383	0.231146978	0.20281114	0.180349022	0.163071043	0.150516499	0.14220013	0.136137707	0.131433011	0.127950129	0.12564317	0.124493158
181	3D	1	0.826919304	0.698810781	0.59032631	0.499971258	0.424526968	0.361681484	0.309598281	0.266834738	0.231736942	0.20313038	0.180627713	0.163540867	0.151606046	0.141979495	0.136373646	0.131652679	0.128135868	0.125802432	0.124638718
182	3D	1	0.826289361	0.697363866	0.589407186	0.499080892	0.423712572	0.361065771	0.309237977	0.266601399	0.231526177	0.203298447	0.181027226	0.163816123	0.151199374	0.142365101	0.136756153	0.131959916	0.128379035	0.126004532	0.124821278
183	3D	1	0.826654869	0.698118424	0.58996786	0.499606895	0.424116226	0.361164637	0.309078885	0.266323975	0.231517567	0.203277757	0.181037796	0.164645799	0.151440072	0.14334058	0.137031709	0.132149333	0.128542331	0.126157964	0.12497107
184	3D	1	0.826644151	0.698089286	0.590593897	0.502543008	0.424745479	0.361611255	0.309281006	0.266315998	0.231357764	0.203141538	0.1808211	0.163409682	0.150762199	0.142174307	0.136627368	0.131901473	0.128388814	0.126065513	0.124909134
185	3D	1	0.826182538	0.697206571	0.589301217	0.499073704	0.423596872	0.360761936	0.308686052	0.265779077	0.230710378	0.202434545	0.180000803	0.162742512	0.15013764	0.141638148	0.136104845	0.131546748	0.128145604	0.125883023	0.124753011
186	3D	1	0.826075755	0.697017395	0.589070823	0.498890517	0.42370176	0.361170201	0.30919389	0.266212966	0.231131527	0.20271114	0.180263467	0.162810705	0.150177821	0.141451945	0.13597712	0.131357804	0.127940141	0.125683617	0.124560995
187	3D	1	0.826879118	0.698083129	0.590041375	0.499678524	0.424292031	0.361634366	0.309844395	0.266636673	0.23155885	0.203053567	0.180705604	0.163755974	0.151698633	0.142821113	0.136351603	0.131592503	0.128068324	0.125737693	0.124577772
188	3D	1	0.82686559	0.697951662	0.589993541	0.499375281	0.423757621	0.360822934	0.308770066	0.265958477	0.230780682	0.202495613	0.180253071	0.16328921	0.150829374	0.14202247	0.135632858	0.131369003	0.128004035	0.125726821	0.124583791
189	3D	1	0.826980995	0.698693321	0.593745275	0.502592103	0.424204916	0.360909668	0.308682828	0.265696274	0.23057085	0.202300329	0.180028384	0.163065663	0.151223675	0.142382094	0.13607996	0.13135806	0.127909917	0.125635561	0.124503026
190	3D	1	0.826328113	0.697378757	0.589373686	0.499040727	0.423629222	0.360687568	0.308512102	0.265584304	0.230587662	0.20239525	0.180183843	0.163323381	0.151365111	0.141720827	0.136145134	0.131456872	0.127974899	0.125670394	0.124522799
191	3D	1	0.827123194	0.697462321	0.589150625	0.498720162	0.423327696	0.360588659	0.308408731	0.26545035	0.230377279	0.202130885	0.179826702	0.162785382	0.15043866	0.141559868	0.1359416	0.131259725	0.127798012	0.125510703	0.124372305
192	3D	1	0.831107103	0.698472376	0.590475592	0.499545718	0.423630243	0.360514205	0.308275627	0.265302278	0.230274143	0.202086945	0.179850471	0.162766031	0.150812112	0.141287817	0.13569722	0.131039955	0.127598403	0.125324328	0.124192231
193	3D	1	0.826716427	0.698386128	0.589911064	0.499633899	0.423637929	0.360604292	0.308404369	0.265423228	0.230273125	0.202004869	0.179789361	0.162561225	0.15005944	0.141705281	0.135575866	0.130931403	0.12753737	0.125288095	0.124164799
194	3D	1	0.826503362	0.697934199	0.590549228	0.499801233	0.424163098	0.361219899	0.308789153	0.265621723	0.230403466	0.201988053	0.179443129	0.162116715	0.149343399	0.140239539	0.13385931	0.129340691	0.126874087	0.124851312	0.123812203
195	3D	1	0.82670473	0.698056389	0.590011333	0.499416337	0.423645107	0.360649006	0.308497539	0.265444837	0.230301625	0.201966651	0.179480475	0.162163771	0.149424648	0.141228271	0.135173691	0.130557364	0.127170412	0.124934778	0.123821425
196	3D	1	0.826042747	0.696989938	0.589040425	0.498799373	0.423328999	0.360566336	0.308682935	0.266254431	0.23193941	0.202377254	0.179789638	0.162567075	0.150038061	0.140974912	0.135362184	0.130749059	0.127335971	0.125074843	0.123947363
197	3D	1	0.826090998	0.697032819	0.589014879	0.498684034	0.423261169	0.360428991	0.308372729	0.265518195	0.230520795	0.202441549	0.180035258	0.163152592	0.151058423	0.14139678	0.135762255	0.13104619	0.12755075	0.125238812	0.124087673
198	3D	1	0.827172327	0.701420942	0.59013476	0.499547317	0.424152468	0.361074394	0.308734393	0.265663021	0.230509207	0.202082974	0.17955812	0.162236258	0.149552932	0.140775717	0.135176779	0.130605166	0.127229881	0.124995025	0.123880824
199	3D	1	0.826074576	0.697061256	0.589221608	0.499265256	0.423424995	0.360470487	0.308363741	0.26546859	0.230467217	0.202353323	0.180700432	0.162705005	0.150703934	0.141504552	0.135291298	0.130703005	0.127271866	0.12498671	0.123844934
200	3D	1	0.825964881	0.69680564	0.588728412	0.498408426	0.423109588	0.360536755	0.308662383	0.265439644	0.230316281	0.202186557	0.179746185	0.162672232	0.149989833	0.14113614	0.135430572	0.130738292	0.127281221	0.124998122	0.123861548
201	3D	1	0.826400545	0.697254144	0.589094122	0.498675658	0.423286928	0.360584038	0.308411139	0.265469468	0.230484377	0.201984289	0.179681881	0.163284702	0.150042297	0.141639991	0.135368658	0.130749534	0.127343156	0.125079928	0.12394899
202	3D	1	0.826320615	0.697534239	0.589777534	0.499334494	0.423940746	0.361251748	0.30873357	0.265597811	0.230223544	0.201680866	0.179160498	0.161947176	0.149527166	0.141565754	0.135370477	0.130662325	0.127218255	0.124962822	0.123844465
203	3D	1	0.826672381	0.697734581	0.589814064	0.499200097	0.423632984	0.360968363	0.309369139	0.266054458	0.23101214	0.202368774	0.179784156	0.162470331	0.150478648	0.141723795	0.135447889	0.130657423	0.127153068	0.124849743	0.123706474
204	3D	1	0.826070831	0.697032833	0.589090715	0.498952774	0.423727962	0.360694895	0.308479954	0.265620082	0.230653542	0.202228504	0.179935536	0.162638921	0.149505457	0.140430938	0.134742057	0.130126332	0.126730368	0.124485535	0.123367212
205	3D	1	0.826397634	0.697545008	0.589506896	0.499229365	0.423743284	0.360646305	0.308458819	0.265684167	0.231478621	0.201963741	0.179461527	0.162305733	0.149609047	0.140924808	0.134577184	0.129952392	0.126527553	0.124259922	0.123130546
206	3D	1	0.826491192	0.697416676	0.589342033	0.498998384	0.423574403	0.360533446	0.308163711	0.265015981	0.229829686	0.201547637	0.179337623	0.162400929	0.149658177	0.141021114	0.134060266	0.129858808	0.126393923	0.124085088	0.122934109
207	3D	1	0.826301851	0.697423723	0.589290761	0.498895939	0.423306129	0.360269679	0.307940518	0.26483724	0.229710009	0.201323604	0.179173496	0.162916576	0.14956509	0.14048785	0.134725674	0.129888316	0.126317103	0.123965843	0.122798744
208	3D	1	0.825863612	0.696639271	0.588504544	0.498090731	0.422607977	0.359626717	0.307379002	0.264365315	0.229314832	0.201227621	0.178868328	0.161979144	0.149373903	0.141021351	0.134695232	0.129798607	0.126194407	0.123820215	0.122641018
209	3D	1	0.826275905	0.697025957	0.588779318	0.498278426	0.422757559	0.35996614	0.30795677	0.264847325	0.229630257	0.201299135	0.179070513	0.162571549	0.149094394	0.14075884	0.134418979	0.129550129	0.125975212	0.123621065	0.122451664
210	3D	1	0.826382672	0.697571576	0.589102053	0.498446331	0.422803793	0.359882161	0.307810255	0.265116107	0.23101872	0.201550407	0.178823973	0.161432133	0.148746402	0.139548111	0.133844479	0.129196997	0.125737219	0.123438583	0.122291433
211	3D	1	0.826073355	0.696942975	0.588787178	0.498339628	0.422834048	0.359945686	0.307818294	0.264915924	0.229971347	0.201842798	0.179307168	0.162616799	0.14963547	0.14039521	0.134139966	0.129345129	0.125822156	0.123500168	0.12234582
212	3D	1	0.826471416	0.697301721	0.589033816	0.498467256	0.422815063	0.359856318	0.307699157	0.264748023	0.229658166	0.201314849	0.178850797	0.161512399	0.148565522	0.139379236	0.133953298	0.129331466	0.125873377	0.123575266	0.122428579
213	3D	1	0.826680606	0.698207387	0.590057562	0.499348081	0.42363566	0.360547078	0.308217959	0.265200361	0.23015793	0.201760521	0.179407784	0.161960966	0.149863688	0.140895926	0.134450196	0.129608033	0.126075592	0.123750796	0.122595069
214	3D	1	0.826307523	0.69750725	0.589816424	0.499593217	0.423906916	0.361017849	0.308610375	0.265492877	0.230476142	0.202973217	0.179686976	0.16309575	0.149599056	0.141214386	0.134920396	0.130069208	0.126489406	0.124122642	0.122944084
215	3D	1	0.827147183	0.698861494	0.590112542	0.499462776	0.423889016	0.360964557	0.308560536	0.265381709	0.230141694	0.201744898	0.179330651	0.162227268	0.150150187	0.141146721	0.134797713	0.130136366	0.126663975	0.124354186	0.123200392
