0.145825414,-0.003587684,0.020624509,8.20E-04,0.287287939,0.1406703,20.038881
0.234643198,-0.006195882,0.112590641,3.92E-04,0.384968624,0.21982414,10.571302
0.191849225,-0.004492335,0.125378996,1.47E-04,0.438469586,0.17987551,12.287455
0.098030073,-0.003934523,0.017878845,6.11E-05,0.440270173,0.09639199,28.928669
0.167315698,-0.001112192,0.073262873,7.57E-04,0.696183323,0.15923075,15.021728
0.173853931,-0.008877535,0.138125769,2.36E-04,0.756901468,0.16658609,13.150941
0.179568934,-0.001639646,0.010311804,1.44E-04,0.874297591,0.17024183,16.973137
0.084862039,-0.007660358,0.145333581,2.32E-04,0.776494406,0.08286078,24.321299
0.176925033,-0.005708416,0.125898801,8.99E-05,0.723199961,0.16468135,13.145967
0.21178759,-0.007347782,0.077256057,7.92E-04,0.974723091,0.19219053,12.36063
0.159700665,-0.0038351,0.063477002,6.07E-04,0.975131246,0.15076187,16.058735
0.16146524,-0.00151974,0.024614463,2.02E-05,0.311102949,0.15319039,17.715826
0.24326885,-0.007069849,0.025499687,5.99E-04,0.908330607,0.22477654,12.515026
0.088713052,-0.001883115,0.038504444,8.86E-04,0.62385652,0.090637445,28.65387
0.117330901,-0.006213428,0.081936279,5.57E-04,0.501902521,0.11181316,19.988314
0.209921652,-0.005464298,0.01553113,6.10E-04,0.903443175,0.19456047,15.0288105
0.077692599,-0.009448689,0.069740077,5.66E-04,0.527588304,0.07854581,29.455769
0.162234583,-0.009919021,0.094046373,3.41E-04,0.475581446,0.15358615,14.782926
0.106278052,-0.002217227,0.091542606,8.20E-04,0.505644301,0.105373636,21.555105
0.173325158,-0.006726061,0.107382122,5.14E-04,0.879036262,0.16435528,13.726401
0.232726439,-0.007772753,0.08151245,7.11E-04,0.766309497,0.21684232,11.106065
0.155457659,-0.009768685,0.058532769,1.29E-04,0.442470321,0.14984986,16.245846
0.13314067,-0.009515523,0.096422491,5.68E-04,0.89099431,0.12717581,17.543331
0.106771812,-0.003763992,0.058130076,7.37E-04,0.832988347,0.103706956,23.096302
0.080462602,-0.003989315,0.113155612,7.11E-05,0.289540892,0.07627107,26.69082
0.166182453,-0.003090722,0.095007081,1.28E-04,0.716192344,0.15715383,14.445763
0.244232805,-0.001164222,0.118718712,4.39E-04,0.516488822,0.22573996,10.162554
0.240198773,-0.004158726,0.030830644,5.58E-04,0.585523066,0.22400357,12.366813
0.098473851,-0.005273478,0.014840876,3.81E-04,0.426116735,0.09595973,29.545557
0.205221972,-0.001629539,0.100301093,2.54E-05,0.329133102,0.19166662,12.048388
0.204060076,-0.001287186,0.011852142,5.92E-05,0.50760265,0.19068494,14.929493
0.232985197,-0.00656162,0.012814959,3.79E-04,0.524612976,0.21723442,13.947085
0.120774262,-0.005934977,0.1121619,7.72E-05,0.568530183,0.11574359,18.598434
0.225887077,-0.003143506,0.125243333,5.82E-04,0.319509532,0.21045059,10.794838
0.124497853,-0.001706052,0.104604338,2.98E-04,0.871333996,0.12154578,18.33736
0.059798721,-0.003773961,0.057012325,8.98E-05,0.755014093,0.058663014,38.78647
0.072456295,-0.005209837,0.050454374,3.65E-04,0.268388858,0.072124556,33.38064
0.081875918,-0.003233978,0.044838143,8.94E-05,0.797579889,0.079249084,30.089539
0.205590715,-0.007752593,0.079240485,7.55E-04,0.781162191,0.19345427,12.390243
0.107991544,-0.002908127,0.125561373,3.88E-04,0.462020703,0.10611724,20.263002
0.099021093,-0.009632109,0.017727319,9.47E-05,0.877117203,0.09705496,28.404648
0.107250682,-0.009992333,0.130272766,6.67E-04,0.758156335,0.10540657,20.221256
0.181900179,-0.006959327,0.144685269,8.20E-04,0.29842259,0.17347984,12.646378
0.088920331,-0.00536476,0.083494731,2.76E-04,0.941959616,0.085369945,25.457798
0.125051602,-0.008345944,0.054318115,1.65E-05,0.443628967,0.119677685,19.904455
0.249879775,-0.003992492,0.108183912,8.07E-05,0.461921776,0.22787546,10.070401
0.132585555,-0.007442257,0.055432214,7.35E-04,0.810547901,0.12901461,19.033838
0.068884539,-0.00404845,0.044794025,5.21E-04,0.599830863,0.06773989,35.43858
0.131761016,-0.002539562,0.075488992,1.51E-04,0.93494135,0.12572892,18.182552
0.108668963,-0.006173051,0.083064575,8.37E-04,0.865035942,0.10645418,21.502337
0.208910519,-0.001564018,0.048410001,5.59E-04,0.348216264,0.19995609,13.086782
0.109948026,-0.004839193,0.074498578,8.30E-04,0.36757872,0.10848717,21.825344
0.229081803,-0.00116019,0.093163005,5.45E-04,0.692137472,0.2082234,11.105608
0.225100267,-0.007575942,0.086016041,8.35E-04,0.413184922,0.21175098,11.380158
0.159625857,-0.007896388,0.143447262,8.80E-04,0.692226516,0.15264834,14.140772
0.076729231,-0.007837808,0.118813089,7.38E-04,0.954240197,0.07547984,27.946943
0.115343436,-0.004202857,0.084853191,2.91E-04,0.622707372,0.110967055,20.209385
0.161042688,-0.007737705,0.077249266,6.15E-04,0.532586149,0.15189381,15.33346
0.092686602,-0.006588026,0.018270274,4.99E-04,0.296887143,0.09071791,30.309633
0.11231531,-0.007310804,0.090296152,5.68E-04,0.351669406,0.1095714,20.614954
0.166219716,-0.004155958,0.061568863,7.52E-04,0.711107909,0.15733334,15.41744
0.057494283,-0.00276475,0.070814026,4.26E-04,0.846505679,0.056893777,38.99271
0.101019695,-0.004986474,0.106135967,1.80E-04,0.28986005,0.097893834,21.975397
0.114776198,-0.009573575,0.057223249,6.11E-04,0.33667484,0.11208058,21.412281
0.174509429,-0.00863279,0.052088651,6.67E-04,0.502380153,0.1661649,15.06634
0.112860157,-0.007765627,0.047983428,8.13E-04,0.771576971,0.109410234,22.34651
0.200565985,-0.004762852,0.013245673,1.99E-04,0.658742195,0.18869227,15.810758
0.055324638,-0.005270604,0.075104585,4.66E-04,0.582233108,0.055582415,40.255245
0.073446823,-0.004820815,0.028470216,6.20E-04,0.778848423,0.07312086,35.37374
0.144566607,-0.002361148,0.080545647,2.63E-04,0.453630297,0.14050184,16.734663
0.080578286,-0.007843372,0.034002914,3.02E-04,0.702197195,0.078945026,31.583872
0.169988677,-0.009637279,0.034099802,7.20E-04,0.416955643,0.16200729,16.265633
0.218621339,-0.009139171,0.127022177,5.99E-04,0.457298159,0.20065564,10.977639
0.104256665,-0.006447338,0.076953906,8.03E-04,0.987849523,0.09703294,23.334259
0.249164972,-0.001163675,0.03497159,8.62E-04,0.908165822,0.22913562,11.854456
0.12873339,-0.008360195,0.018708374,6.05E-04,0.253186925,0.12520151,22.54132
0.17721864,-0.009410005,0.050194086,4.44E-04,0.28359012,0.16668127,14.884785
0.104507726,-0.003246498,0.132859987,8.83E-04,0.282867567,0.099989,20.820354
0.071326441,-0.008630189,0.123058857,4.23E-04,0.873588779,0.06908793,29.223864
0.239288925,-0.006591244,0.105626191,2.44E-04,0.740000631,0.22175455,10.463519
0.078178014,-0.0079205,0.127945952,6.16E-04,0.943416971,0.077695966,27.17101
0.183957313,-0.008948307,0.03300576,4.07E-04,0.52289465,0.17487918,15.275744
0.142239617,-0.009697103,0.109989939,5.36E-05,0.449166893,0.13611357,16.130621
0.177512209,-0.006515573,0.022045529,5.93E-04,0.287937025,0.16992304,16.671276
0.212993866,-0.008979985,0.052139112,5.49E-04,0.991843239,0.1933443,13.062771
0.087918153,-0.001915729,0.093771417,6.79E-04,0.456143005,0.08757509,25.581587
0.215303299,-0.003648223,0.073560101,4.39E-04,0.728962857,0.20084247,12.055023
0.051930108,-0.002624423,0.149937365,4.41E-04,0.50758784,0.052326027,37.891533
0.144271929,-0.004960324,0.11434583,2.27E-05,0.280393254,0.13868129,15.880822
0.17300933,-0.00950957,0.134878375,8.69E-04,0.441669609,0.1654798,13.288428
0.112465285,-0.001009884,0.036442029,8.06E-04,0.808116091,0.107739925,23.631046
0.207181959,-0.002501118,0.111991716,7.30E-04,0.804086788,0.19181685,11.786437
0.07778357,-0.008347812,0.136205416,5.15E-04,0.328761784,0.0774396,26.767666
0.157025334,-0.004070919,0.064818929,2.68E-04,0.820302785,0.1461502,16.089182
0.083609678,-0.003514264,0.015494699,3.35E-04,0.652595753,0.08272894,34.07139
0.249399893,-0.005491935,0.051903313,5.89E-04,0.624201985,0.2329926,11.172131
0.083644466,-0.008031093,0.142060118,7.41E-04,0.348720392,0.08339927,25.281246
0.229210226,-0.009492276,0.137534102,5.24E-04,0.988551545,0.2039341,10.813334
0.152290855,-0.002681856,0.118562955,4.84E-04,0.46275954,0.14481689,15.173174
0.136135527,-0.009103316,0.10557679,4.39E-04,0.912052931,0.12985356,16.874035
0.113376614,-0.007902157,0.026084591,7.09E-04,0.63047796,0.1098205,24.115723
0.211299585,-0.005106046,0.147685178,1.14E-04,0.297316152,0.1978828,11.0734215
0.086858247,-0.008397518,0.141674854,7.64E-04,0.817514697,0.08657144,24.349789
0.214262028,-0.004342858,0.030587147,1.47E-04,0.443488502,0.19780584,13.599441
0.05199559,-0.008856271,0.030478094,5.24E-04,0.996626857,0.04554577,54.198948
0.21613796,-0.00232316,0.058563805,7.81E-04,0.819825793,0.2046849,12.4527
0.169023911,-0.004816428,0.087336857,5.91E-04,0.908094515,0.15983516,14.485874
