0,0,0,202
0,0,1,202
0,0,2,202
0,0,3,202
0,0,4,202
0,0,5,427
0,0,6,202
0,0,7,202
0,0,8,202
0,0,9,202
0,1,0,202
0,1,1,202
0,1,2,202
0,1,3,202
0,1,4,419
0,1,5,202
0,1,7,202
0,1,8,419
0,1,9,202
0,2,0,202
0,2,1,202
0,2,2,202
0,2,3,202
0,2,4,202
0,2,5,202
0,2,6,202
0,2,7,202
0,2,8,202
0,2,9,202
0,3,0,202
0,3,1,202
0,3,2,202
0,3,3,202
0,3,4,202
0,3,5,419
0,3,6,419
0,3,7,202
0,3,8,202
0,3,9,202
0,4,0,202
0,4,1,354
0,4,2,202
0,4,3,202
0,4,4,202
0,4,5,202
0,4,6,202
0,4,7,202
0,4,8,202
0,4,9,202
0,5,0,202
0,5,1,202
0,5,2,202
0,5,3,202
0,5,4,202
0,5,5,419
0,5,6,202
0,5,7,202
0,5,8,202
0,6,0,202
0,6,1,202
0,6,2,202
0,6,3,202
0,6,4,202
0,6,5,202
0,6,6,202
0,6,7,202
0,6,8,202
0,6,9,202
0,7,1,202
0,7,2,202
0,7,3,202
0,7,4,202
0,7,5,354
0,7,6,202
0,7,7,202
0,7,8,354
0,7,9,202
0,8,0,202
0,8,1,202
0,8,4,202
0,8,5,202
0,8,6,202
0,8,7,202
0,8,8,202
0,8,9,202
0,9,0,202
0,9,1,419
0,9,2,202
0,9,3,354
0,9,4,202
0,9,5,202
0,9,6,202
0,9,7,202
0,9,8,202
0,9,9,202
0,10,0,202
0,10,1,202
0,10,2,202
0,10,3,202
0,10,4,202
0,10,5,202
0,10,6,202
0,10,7,202
0,10,8,202
0,10,9,202
0,11,1,202
0,11,2,202
0,11,4,202
0,11,6,202
0,11,8,202
0,12,0,202
0,12,1,202
0,12,3,202
0,12,4,202
0,12,5,202
0,12,8,202
0,13,4,202
0,13,9,202
1,0,0,202
1,0,1,202
1,0,2,202
1,0,3,202
1,0,4,202
1,0,5,419
1,0,6,419
1,0,8,202
1,0,9,202
1,1,0,202
1,1,1,202
1,1,2,202
1,1,3,202
1,1,4,202
1,1,5,202
1,1,6,202
1,1,7,202
1,1,8,202
1,1,9,202
1,2,0,202
1,2,1,202
1,2,2,202
1,2,3,202
1,2,4,202
1,2,5,202
1,2,6,202
1,2,7,202
1,2,8,202
1,2,9,202
1,3,0,419
1,3,1,419
1,3,2,202
1,3,3,202
1,3,4,202
1,3,5,202
1,3,6,202
1,3,7,202
1,3,8,419
1,3,9,202
1,4,0,202
1,4,1,202
1,4,2,202
1,4,3,427
1,4,4,202
1,4,5,202
1,4,6,202
1,4,7,354
1,4,8,202
1,4,9,202
1,5,0,202
1,5,1,202
1,5,2,354
1,5,3,202
1,5,4,202
1,5,5,202
1,5,8,202
1,5,9,202
1,6,0,202
1,6,1,202
1,6,3,202
1,6,4,202
1,6,5,202
1,6,6,202
1,6,7,202
1,6,8,202
1,6,9,202
1,7,0,417
1,7,1,202
1,7,2,202
1,7,3,202
1,7,4,202
1,7,5,202
1,7,7,202
1,7,8,202
1,7,9,202
1,8,0,202
1,8,1,202
1,8,2,419
1,8,3,202
1,8,4,202
1,8,5,202
1,8,6,202
1,8,7,419
1,8,8,202
1,8,9,202
1,9,0,419
1,9,1,202
1,9,3,202
1,9,4,202
1,9,5,202
1,9,6,202
1,9,7,202
1,9,9,202
1,10,0,354
1,10,2,202
1,10,3,202
1,10,4,202
1,10,5,202
1,10,6,202
1,10,7,202
1,10,8,202
1,10,9,202
1,11,1,202
1,11,2,202
1,11,4,202
1,11,5,202
1,11,6,202
1,11,7,202
1,11,8,202
1,11,9,202
1,12,0,202
1,12,1,202
1,12,2,202
1,12,3,202
1,12,4,202
1,12,6,202
1,13,0,202
1,13,2,202
2,0,0,202
2,0,1,202
2,0,2,202
2,0,4,202
2,0,5,419
2,0,6,202
2,0,7,202
2,0,8,202
2,1,0,202
2,1,1,202
2,1,2,202
2,1,3,202
2,1,4,202
2,1,6,354
2,1,7,202
2,1,8,202
2,1,9,419
2,2,0,202
2,2,1,202
2,2,2,202
2,2,3,202
2,2,4,202
2,2,5,202
2,2,6,202
2,2,7,202
2,2,8,202
2,3,0,202
2,3,2,202
2,3,3,202
2,3,4,202
2,3,5,202
2,3,6,202
2,3,7,202
2,3,8,354
2,3,9,202
2,4,0,354
2,4,1,202
2,4,2,202
2,4,3,202
2,4,4,202
2,4,6,202
2,4,7,354
2,4,8,419
2,4,9,202
2,5,0,202
2,5,2,202
2,5,3,202
2,5,4,202
2,5,5,202
2,5,6,202
2,5,7,202
2,6,0,202
2,6,1,202
2,6,2,202
2,6,3,202
2,6,4,202
2,6,5,202
2,6,6,202
2,6,7,202
2,6,8,202
2,6,9,202
2,7,0,202
2,7,1,202
2,7,2,202
2,7,3,202
2,7,4,202
2,7,5,202
2,7,6,202
2,7,7,202
2,7,8,202
2,8,0,202
2,8,1,202
2,8,2,202
2,8,3,202
2,8,5,202
2,8,6,202
2,8,7,202
2,8,8,419
2,8,9,202
2,9,0,202
2,9,1,202
2,9,2,202
2,9,3,202
2,9,4,202
2,9,6,202
2,9,7,202
2,9,8,202
2,9,9,202
2,10,0,202
2,10,1,202
2,10,3,417
2,10,4,202
2,10,5,202
2,10,6,419
2,10,7,202
2,10,8,202
2,10,9,202
2,11,0,202
2,11,1,202
2,11,3,202
2,11,4,419
2,11,5,202
2,11,6,202
2,11,7,202
2,11,8,202
2,11,9,202
2,12,2,202
2,12,3,202
2,12,7,202
2,12,8,202
2,12,9,354
2,13,4,202
3,0,0,202
3,0,1,202
3,0,2,202
3,0,3,202
3,0,4,202
3,0,5,202
3,0,6,202
3,0,7,417
3,0,8,202
3,0,9,202
3,1,0,202
3,1,1,202
3,1,2,202
3,1,3,202
3,1,4,202
3,1,5,202
3,1,6,202
3,1,7,202
3,1,8,202
3,1,9,419
3,2,0,202
3,2,1,202
3,2,2,202
3,2,3,202
3,2,4,202
3,2,5,202
3,2,6,202
3,2,7,202
3,2,8,202
3,2,9,202
3,3,0,202
3,3,1,354
3,3,2,202
3,3,3,354
3,3,4,202
3,3,5,202
3,3,6,202
3,3,7,202
3,3,8,202
3,3,9,202
3,4,0,202
3,4,1,419
3,4,2,202
3,4,3,202
3,4,4,202
3,4,5,202
3,4,6,202
3,4,7,202
3,4,8,202
3,4,9,202
3,5,0,202
3,5,1,202
3,5,2,202
3,5,3,202
3,5,4,202
3,5,5,202
3,5,6,202
3,5,7,354
3,5,8,202
3,5,9,354
3,6,0,202
3,6,1,202
3,6,3,202
3,6,4,202
3,6,5,202
3,6,6,202
3,6,7,419
3,6,9,202
3,7,0,202
3,7,1,202
3,7,2,202
3,7,3,202
3,7,4,202
3,7,6,202
3,7,7,202
3,7,9,354
3,8,0,202
3,8,1,202
3,8,3,202
3,8,4,202
3,8,5,202
3,8,6,202
3,8,7,202
3,8,8,202
3,8,9,202
3,9,0,202
3,9,1,202
3,9,2,202
3,9,3,202
3,9,4,202
3,9,5,202
3,9,7,202
3,9,8,202
3,9,9,202
3,10,0,202
3,10,1,202
3,10,2,202
3,10,3,202
3,10,4,202
3,10,5,202
3,10,9,202
3,11,1,202
3,11,2,202
3,11,3,202
3,11,5,202
3,11,6,419
3,11,9,202
3,12,0,202
3,12,1,202
3,12,4,202
3,12,7,202
3,13,1,202
3,13,5,202
4,0,0,202
4,0,1,202
4,0,2,202
4,0,3,202
4,0,4,202
4,0,5,202
4,0,6,202
4,0,7,202
4,0,8,202
4,0,9,202
4,1,0,202
4,1,1,202
4,1,2,202
4,1,3,202
4,1,4,427
4,1,5,427
4,1,6,202
4,1,7,202
4,1,8,202
4,1,9,202
4,2,0,202
4,2,1,202
4,2,2,202
4,2,3,202
4,2,4,419
4,2,5,202
4,2,6,202
4,2,7,202
4,2,8,202
4,2,9,202
4,3,0,202
4,3,1,202
4,3,2,202
4,3,3,419
4,3,4,202
4,3,5,202
4,3,6,202
4,3,7,202
4,3,9,202
4,4,0,202
4,4,1,202
4,4,2,202
4,4,3,202
4,4,5,202
4,4,6,202
4,4,7,202
4,4,8,202
4,4,9,202
4,5,0,202
4,5,1,202
4,5,2,202
4,5,3,202
4,5,4,202
4,5,5,202
4,5,7,202
4,5,8,202
4,6,0,202
4,6,1,202
4,6,2,202
4,6,3,202
4,6,4,202
4,6,5,202
4,6,6,202
4,6,7,202
4,6,8,202
4,6,9,202
4,7,0,419
4,7,1,202
4,7,2,202
4,7,4,202
4,7,5,202
4,7,6,202
4,7,7,202
4,7,8,202
4,7,9,202
4,8,0,202
4,8,1,202
4,8,2,202
4,8,3,202
4,8,4,202
4,8,5,202
4,8,7,202
4,8,8,202
4,8,9,202
4,9,0,202
4,9,2,202
4,9,3,202
4,9,4,202
4,9,5,202
4,9,6,354
4,9,7,202
4,9,8,202
4,9,9,202
4,10,0,202
4,10,1,202
4,10,2,202
4,10,4,202
4,10,5,202
4,10,6,202
4,10,7,202
4,10,8,202
4,10,9,202
4,11,0,202
4,11,1,202
4,11,2,202
4,11,3,419
4,11,5,202
4,11,6,202
4,11,7,202
4,11,8,202
4,11,9,202
4,12,1,202
4,12,2,202
4,12,5,419
4,12,9,202
4,13,2,354
4,13,3,419
4,13,7,202
5,0,0,202
5,0,1,202
5,0,2,202
5,0,3,202
5,0,4,202
5,0,5,202
5,0,6,202
5,0,7,202
5,0,8,202
5,0,9,354
5,1,0,202
5,1,1,202
5,1,2,202
5,1,3,202
5,1,4,202
5,1,5,202
5,1,6,202
5,1,7,202
5,1,8,202
5,1,9,202
5,2,0,354
5,2,1,202
5,2,2,202
5,2,3,202
5,2,4,202
5,2,5,202
5,2,6,202
5,2,7,202
5,2,8,202
5,2,9,202
5,3,0,202
5,3,1,202
5,3,2,202
5,3,3,202
5,3,4,202
5,3,5,202
5,3,6,202
5,3,7,202
5,3,8,202
5,3,9,202
5,4,0,202
5,4,1,202
5,4,2,202
5,4,3,202
5,4,4,202
5,4,5,202
5,4,6,202
5,4,7,202
5,4,9,202
5,5,0,202
5,5,1,202
5,5,2,202
5,5,3,202
5,5,4,202
5,5,5,202
5,5,6,202
5,5,7,202
5,5,8,202
5,5,9,202
5,6,1,202
5,6,2,202
5,6,3,419
5,6,4,202
5,6,7,202
5,6,8,202
5,6,9,419
5,7,0,202
5,7,1,202
5,7,2,202
5,7,3,202
5,7,4,202
5,7,5,202
5,7,6,202
5,7,7,419
5,7,8,202
5,7,9,202
5,8,1,202
5,8,2,202
5,8,3,202
5,8,4,202
5,8,5,202
